green-red
trial,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora
63,454238.0,2559.0,True,0.434296875,"rgb(255,84,0)",2,ubini,forgery,0.305
64,460285.0,1673.0,True,0.277727272727272,"rgb(198,255,0)",22,rushwa,bribe,0.277727272727272
65,465831.0,2287.0,True,0.286818181818181,"rgb(255,255,0)",23,lawama,blame,0.286818181818181
66,471129.0,1998.0,False,0.277727272727272,"rgb(198,255,0)",22,rushwa,bribe,0.277727272727272
67,476135.0,inf,False,0.286818181818181,"rgb(255,255,0)",23,lawama,blame,0.286818181818181
68,490163.0,1981.0,True,0.186818181818181,"rgb(85,255,0)",19,sumu,poison,0.186818181818181
69,496379.0,1353.0,True,0.214090909090909,"rgb(142,255,0)",24,rembo,ornament,0.214090909090909
70,501753.0,1501.0,True,0.327336647727272,"rgb(255,197,0)",22,rushwa,bribe,0.277727272727272
71,506495.0,1461.0,True,0.33642755681818093,"rgb(255,197,0)",23,lawama,blame,0.286818181818181
72,512087.0,2416.0,False,0.132272727272727,"rgb(29,255,0)",4,iktisadi,economy,0.132272727272727
73,517304.0,1799.0,True,0.218636363636363,"rgb(142,255,0)",25,pipa,barrel,0.218636363636363
74,522476.0,2031.0,True,0.4425,"rgb(255,84,0)",2,ubini,forgery,0.305
75,528073.0,1469.0,True,0.214090909090909,"rgb(142,255,0)",24,rembo,ornament,0.214090909090909
76,532882.0,inf,True,0.4562428977272721,"rgb(255,28,0)",5,yamini,oath,0.277727272727272
77,538639.0,1441.0,True,0.209545454545454,"rgb(142,255,0)",26,farasi,horse,0.209545454545454
78,543204.0,1281.0,True,0.218636363636363,"rgb(142,255,0)",25,pipa,barrel,0.218636363636363
79,547834.0,1387.0,True,0.32616477272727196,"rgb(255,197,0)",1,sala,prayer,0.227727272727272
80,552338.0,1483.0,True,0.29590909090909,"rgb(255,255,0)",27,ladha,flavor,0.29590909090909
81,557116.0,1242.0,True,0.268636363636363,"rgb(198,255,0)",28,bandari,harbor,0.268636363636363
82,562122.0,1357.0,False,0.29590909090909,"rgb(255,255,0)",27,ladha,flavor,0.29590909090909
83,566977.0,1254.0,True,0.268636363636363,"rgb(198,255,0)",28,bandari,harbor,0.268636363636363
84,571568.0,inf,False,0.21902698863636302,"rgb(142,255,0)",14,paji,forehead,0.268636363636363
85,578205.0,1580.0,True,0.209545454545454,"rgb(142,255,0)",26,farasi,horse,0.209545454545454
86,582860.0,1283.0,True,0.22357244318181804,"rgb(142,255,0)",15,mfupa,bone,0.273181818181818
87,586932.0,4481.0,False,0.34551846590908997,"rgb(255,197,0)",27,ladha,flavor,0.29590909090909
88,593652.0,3006.0,True,0.237208806818181,"rgb(198,255,0)",18,hadithi,story,0.286818181818181
89,599941.0,3518.0,False,0.228117897727272,"rgb(142,255,0)",17,jibini,cheese,0.277727272727272
90,606990.0,inf,True,0.19590909090909,"rgb(142,255,0)",29,roho,soul,0.19590909090909
91,611983.0,1511.0,False,0.3951278409090899,"rgb(255,141,0)",27,ladha,flavor,0.29590909090909
92,616768.0,1389.0,True,0.4566335227272721,"rgb(255,28,0)",5,yamini,oath,0.277727272727272
93,621097.0,2038.0,True,0.114090909090909,"rgb(29,255,0)",30,wingu,cloud,0.114090909090909
94,626327.0,1307.0,True,0.259545454545454,"rgb(198,255,0)",31,nira,yoke,0.259545454545454
95,630555.0,1262.0,True,0.4447372159090899,"rgb(255,84,0)",27,ladha,flavor,0.29590909090909
