trial,start_time,rt,correct,alpha,fact_id,question,answer,priora
1,62264.0,2366.0,False,0.227727272727272,1,sala,prayer,0.227727272727272
2,67953.0,2506.0,False,0.305,2,ubini,forgery,0.305
3,74523.0,6410.0,True,0.305,2,ubini,forgery,0.305
4,84898.0,1384.0,True,0.227727272727272,1,sala,prayer,0.227727272727272
5,89462.0,4007.0,True,0.223181818181818,3,theluji,snow,0.223181818181818
6,97188.0,2120.0,True,0.354609375,2,ubini,forgery,0.305
7,103007.0,2050.0,True,0.132272727272727,4,iktisadi,economy,0.132272727272727
8,110370.0,2491.0,True,0.277727272727272,5,yamini,oath,0.277727272727272
9,116942.0,1801.0,True,0.223181818181818,3,theluji,snow,0.223181818181818
10,121513.0,3749.0,True,0.277727272727272,5,yamini,oath,0.277727272727272
11,128299.0,2594.0,True,0.291363636363636,6,mshoni,tailor,0.291363636363636
12,134994.0,1586.0,True,0.223181818181818,7,tumbili,monkey,0.223181818181818
13,142276.0,2830.0,True,0.291363636363636,6,mshoni,tailor,0.291363636363636
14,148462.0,2162.0,True,0.264090909090909,8,fumbo,mystery,0.264090909090909
15,155828.0,10836.0,False,0.327336647727272,5,yamini,oath,0.277727272727272
16,175123.0,9147.0,False,0.264090909090909,8,fumbo,mystery,0.264090909090909
17,187523.0,1373.0,True,0.340973011363636,6,mshoni,tailor,0.291363636363636
18,192812.0,1740.0,True,0.223181818181818,7,tumbili,monkey,0.223181818181818
19,198250.0,4187.0,True,0.3425,2,ubini,forgery,0.305
20,206524.0,3250.0,True,0.37694602272727196,5,yamini,oath,0.277727272727272
21,212888.0,22450.0,False,0.313700284090909,8,fumbo,mystery,0.264090909090909
22,238107.0,1442.0,True,0.4265553977272719,5,yamini,oath,0.277727272727272
23,242581.0,1598.0,True,0.392109375,2,ubini,forgery,0.305
24,247973.0,1906.0,True,0.236818181818181,9,ziwa,lake,0.236818181818181
25,252862.0,4037.0,True,0.36330965909090895,8,fumbo,mystery,0.264090909090909
26,260829.0,1489.0,True,0.055,10,mbwa,dog,0.055
27,267127.0,1017.0,True,0.236818181818181,9,ziwa,lake,0.236818181818181
28,270875.0,1741.0,True,0.186818181818181,11,nyanya,tomato,0.186818181818181
29,278719.0,1545.0,True,0.42616477272727193,5,yamini,oath,0.277727272727272
30,283403.0,1301.0,True,0.4129190340909089,8,fumbo,mystery,0.264090909090909
31,288480.0,2549.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272
32,294402.0,2231.0,True,0.24590909090909,13,pafu,lung,0.24590909090909
33,301401.0,6022.0,True,0.39171875,2,ubini,forgery,0.305
34,311010.0,1506.0,True,0.24590909090909,13,pafu,lung,0.24590909090909
35,315791.0,1188.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272
36,320174.0,2097.0,True,0.268636363636363,14,paji,forehead,0.268636363636363
37,326082.0,2178.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
38,332220.0,1446.0,True,0.268636363636363,14,paji,forehead,0.268636363636363
39,337203.0,1381.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
40,341342.0,1286.0,True,0.41252840909090893,8,fumbo,mystery,0.264090909090909
41,346584.0,2457.0,True,0.42577414772727196,5,yamini,oath,0.277727272727272
42,352406.0,35910.0,False,0.186818181818181,11,nyanya,tomato,0.186818181818181
43,390907.0,1666.0,True,0.41007812500000007,2,ubini,forgery,0.305
44,396859.0,2489.0,True,0.29136363636363605,6,mshoni,tailor,0.291363636363636
45,402719.0,1571.0,True,0.255,16,jani,leaf,0.255
46,407383.0,2340.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
47,414053.0,1273.0,True,0.255,16,jani,leaf,0.255
48,418119.0,2566.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
49,424122.0,1541.0,True,0.423039772727272,5,yamini,oath,0.277727272727272
50,428623.0,1530.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
51,434893.0,2940.0,True,0.186818181818181,19,sumu,poison,0.186818181818181
52,441751.0,2871.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
53,447965.0,7428.0,False,0.327336647727272,17,jibini,cheese,0.277727272727272
54,458201.0,2229.0,True,0.3879190340909089,8,fumbo,mystery,0.264090909090909
55,464119.0,1602.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363
56,471047.0,1418.0,True,0.33642755681818093,18,hadithi,story,0.286818181818181
57,476508.0,4218.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363
58,484599.0,1192.0,True,0.37694602272727196,17,jibini,cheese,0.277727272727272
59,488983.0,1512.0,True,0.141363636363636,21,yai,egg,0.141363636363636
60,494320.0,1688.0,True,0.186818181818181,19,sumu,poison,0.186818181818181
61,499625.0,inf,True,0.23642755681818098,11,nyanya,tomato,0.186818181818181
62,507187.0,2758.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272
63,514503.0,2544.0,True,0.31824573863636296,20,nanga,anchor,0.268636363636363
64,520300.0,1730.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272
65,525370.0,4444.0,True,0.132272727272727,4,iktisadi,economy,0.132272727272727
66,533725.0,3064.0,True,0.286818181818181,23,lawama,blame,0.286818181818181
67,543853.0,5440.0,True,0.22357244318181804,15,mfupa,bone,0.273181818181818
68,552014.0,1969.0,True,0.286818181818181,23,lawama,blame,0.286818181818181
69,556974.0,1397.0,True,0.21902698863636302,14,paji,forehead,0.268636363636363
70,562708.0,3633.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909
71,571870.0,2390.0,True,0.34363636363636296,20,nanga,anchor,0.268636363636363
72,577418.0,1508.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363
73,584918.0,1306.0,True,0.34608664772727193,17,jibini,cheese,0.277727272727272
74,589489.0,2080.0,True,0.209545454545454,26,farasi,horse,0.209545454545454
75,597590.0,1878.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909
76,603332.0,1604.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363
77,608140.0,2965.0,True,0.28525568181818095,11,nyanya,tomato,0.186818181818181
78,615329.0,2026.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909
79,622248.0,1684.0,True,0.209545454545454,26,farasi,horse,0.209545454545454
80,627163.0,1569.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909
81,632510.0,4007.0,True,0.3604687500000001,2,ubini,forgery,0.305
82,640296.0,1872.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
83,645387.0,3554.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363
84,654816.0,2085.0,True,0.19590909090909,29,roho,soul,0.19590909090909
85,660404.0,9455.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363
86,673275.0,1623.0,True,0.41007812500000007,2,ubini,forgery,0.305
87,678310.0,7379.0,True,0.3664346590909089,8,fumbo,mystery,0.264090909090909
88,689390.0,inf,True,0.340901988636363,20,nanga,anchor,0.268636363636363
89,695348.0,2742.0,True,0.2731818181818181,15,mfupa,bone,0.273181818181818
90,700900.0,2513.0,True,0.31824573863636296,28,bandari,harbor,0.268636363636363
91,706614.0,1454.0,True,0.19590909090909,29,roho,soul,0.19590909090909
92,711125.0,5839.0,True,0.37343039772727205,5,yamini,oath,0.277727272727272
93,720075.0,1800.0,True,0.228117897727272,22,rushwa,bribe,0.277727272727272
94,726135.0,4100.0,True,0.20539062500000002,16,jani,leaf,0.255
95,732977.0,1960.0,True,0.237208806818181,23,lawama,blame,0.286818181818181
96,737855.0,4880.0,True,0.19629971590908998,13,pafu,lung,0.24590909090909
97,745630.0,1654.0,True,0.309865056818181,11,nyanya,tomato,0.186818181818181
98,750644.0,2357.0,True,0.276129261363636,6,mshoni,tailor,0.291363636363636
99,756424.0,1685.0,True,0.34363636363636296,28,bandari,harbor,0.268636363636363
100,761349.0,1424.0,True,0.24629971590909003,27,ladha,flavor,0.29590909090909
101,766243.0,1519.0,True,0.141363636363636,21,yai,egg,0.141363636363636
102,770704.0,12163.0,False,0.17811789772727202,1,sala,prayer,0.227727272727272
103,785653.0,121.0,False,0.187208806818181,9,ziwa,lake,0.236818181818181
104,788012.0,6982.0,True,0.114090909090909,30,wingu,cloud,0.114090909090909
