id,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora,pt
1,132014.41180001711,2769.8632999672554,True,0.18720880681818103,NA,9,ziwa,lake,0.236818181818181,0
2,135568.20039998274,1844.9518000124954,True,0.141363636363636,NA,21,yai,egg,0.141363636363636,0
3,138097.24999999162,5193.608800007496,True,0.3679616477272721,NA,5,yamini,oath,0.277727272727272,0
4,144194.69590001972,inf,True,0.28681818181818103,NA,23,lawama,blame,0.28681818181818103,0
5,148263.34180001868,1387.572999985423,True,0.3091193181818179,NA,7,tumbili,monkey,0.22318181818181798,0
6,150956.7800000077,2290.77869997127,True,0.268636363636363,NA,14,paji,forehead,0.268636363636363,0
7,154498.86709998827,1780.7556000188924,True,0.205390625,NA,16,jani,leaf,0.255,0
8,157403.99610000895,5028.409099963028,True,0.055,NA,10,mbwa,dog,0.055,0
9,163149.38329998404,inf,True,0.18681818181818102,NA,11,nyanya,tomato,0.18681818181818102,0
10,176602.78000001563,2007.78139999602,True,0.23642755681818095,NA,19,sumu,poison,0.18681818181818102,0
11,180579.37200000742,1741.0299999755807,True,0.132272727272727,NA,4,iktisadi,economy,0.132272727272727,0
12,183896.01779996883,2485.6875000405125,True,0.23720880681818102,NA,18,hadithi,story,0.28681818181818103,0
13,187887.0189000154,3204.9992999527603,True,0.3311718749999999,NA,2,ubini,forgery,0.305,0
14,193216.88849997008,2499.901100003626,True,0.27772727272727205,NA,17,jibini,cheese,0.277727272727272,0
15,196927.88380000275,1456.155099964235,True,0.17357244318181797,NA,3,theluji,snow,0.22318181818181798,0
16,199314.4142999663,4062.3455000459217,True,0.19629971590909,NA,13,pafu,lung,0.24590909090909,0
17,204406.03359998204,3071.0048000328243,True,0.358870738636363,NA,20,nanga,anchor,0.268636363636363,0
18,208492.08669998916,1342.5920000299811,True,0.2793252840909091,NA,8,fumbo,mystery,0.264090909090909,0
19,212061.92000000738,1933.6498999618925,True,0.2731818181818181,NA,15,mfupa,bone,0.27318181818181797,0
20,214930.42859999696,24155.05609998945,True,0.17811789772727202,NA,1,sala,prayer,0.227727272727272,0
21,241047.76929999935,2612.642499967478,True,0.23827414772727198,NA,12,rafiki,friend,0.227727272727272,0
22,244869.9669999769,2060.1915000006557,True,0.277727272727272,NA,22,rushwa,bribe,0.277727272727272,0
23,248470.64060001867,inf,True,0.46362926136363597,NA,6,mshoni,tailor,0.291363636363636,0

24,253858.7762999814,7384.963200020138,True,0.2793252840909091,"rgb(255,255,255)",8,fumbo,mystery,0.264090909090909,1
25,263127.54259997746,2477.453700033948,True,0.23827414772727198,"rgb(198,198,255)",12,rafiki,friend,0.227727272727272,1
26,266837.0419999701,1806.9075000239536,True,0.055,"rgb(29,29,255)",10,mbwa,dog,0.055,1
27,269288.67709997576,inf,True,0.28681818181818103,"rgb(255,255,255)",23,lawama,blame,0.28681818181818103,1
28,276063.6314000003,9680.16190000344,True,0.17811789772727202,"rgb(85,85,255)",1,sala,prayer,0.227727272727272,1
29,288626.48129998706,1172.2636999911629,True,0.141363636363636,"rgb(29,29,255)",21,yai,egg,0.141363636363636,1
30,290580.1604000153,inf,True,0.268636363636363,"rgb(198,198,255)",14,paji,forehead,0.268636363636363,1
31,296980.0111000077,1244.2030999809504,True,0.17357244318181797,"rgb(85,85,255)",3,theluji,snow,0.22318181818181798,1
32,299000.49870001385,1856.1731000081636,True,0.3091193181818179,"rgb(255,255,255)",7,tumbili,monkey,0.22318181818181798,1
33,303044.365299982,inf,True,0.18681818181818102,"rgb(85,85,255)",11,nyanya,tomato,0.18681818181818102,1
34,306674.6667000116,1186.5645999787375,True,0.132272727272727,"rgb(29,29,255)",4,iktisadi,economy,0.132272727272727,1
35,309994.6977000218,2525.9515999932773,True,0.18720880681818103,"rgb(85,85,255)",9,ziwa,lake,0.236818181818181,1
36,313339.53290001955,2750.0314999488182,True,0.46362926136363597,"rgb(255,28,28)",6,mshoni,tailor,0.291363636363636,1
37,317374.68629999785,inf,True,0.205390625,"rgb(142,142,255)",16,jani,leaf,0.255,1
38,323187.4400000088,1326.2383000110276,True,0.23642755681818095,"rgb(198,198,255)",19,sumu,poison,0.18681818181818102,1
39,326825.63799998024,2647.9352000169456,True,0.3679616477272721,"rgb(255,141,141)",5,yamini,oath,0.277727272727272,1
40,330582.0195999695,3297.811900032684,True,0.358870738636363,"rgb(255,197,197)",20,nanga,anchor,0.268636363636363,1
41,334806.3853000058,1780.797999992501,True,0.277727272727272,"rgb(198,198,255)",22,rushwa,bribe,0.277727272727272,1
42,337916.28220002167,inf,True,0.3311718749999999,"rgb(255,197,197)",2,ubini,forgery,0.305,1
43,346036.6503999685,2418.118500034325,True,0.27772727272727205,"rgb(198,198,255)",17,jibini,cheese,0.277727272727272,1
44,349560.3887999896,1214.1637000022456,True,0.23720880681818102,"rgb(198,198,255)",18,hadithi,story,0.28681818181818103,1
45,351872.0085999812,1694.466500019189,True,0.19629971590909,"rgb(142,142,255)",13,pafu,lung,0.24590909090909,1
46,354589.3481000094,1433.0954999895766,True,0.2731818181818181,"rgb(198,198,255)",15,mfupa,bone,0.27318181818181797,1

