id,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour,pt
1,20667.2169000376,3263.2449000375345,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,NA,0
2,24240.826399996877,2381.8855000426993,False,0.17811789772727202,1,sala,prayer,0.227727272727272,NA,0
3,26918.813300086185,808.7478999514133,False,0.18681818181818102,11,nyanya,tomato,0.18681818181818102,NA,0
4,28029.52840004582,1655.600699945353,True,0.6780113636363632,14,paji,forehead,0.268636363636363,NA,0
5,31168.542800005525,2604.6958999941126,True,0.3224005681818181,15,mfupa,bone,0.27318181818181797,NA,0
6,34783.27180002816,3881.4269000431523,True,0.6458380681818182,3,theluji,snow,0.22318181818181798,NA,0
7,39530.113300075755,1351.337599917315,True,0.3345099431818179,7,tumbili,monkey,0.22318181818181798,NA,0
8,43689.448500052094,2380.0831999396905,False,0.286427556818181,9,ziwa,lake,0.236818181818181,NA,0
9,46343.46560004633,1961.812400026247,False,0.055,10,mbwa,dog,0.055,NA,0
10,49972.50320005696,1259.697899920866,True,0.227727272727272,12,rafiki,friend,0.227727272727272,NA,0
11,52299.4985000696,1081.383700016886,True,0.6374218750000001,2,ubini,forgery,0.305,NA,0
12,54955.34200000111,2039.8666000692174,False,0.4941335227272721,17,jibini,cheese,0.277727272727272,NA,0
13,57368.640000000596,2369.131400017068,True,0.3714772727272719,5,yamini,oath,0.277727272727272,NA,0
14,60647.317800088786,1606.288499897346,False,0.494488636363636,6,mshoni,tailor,0.291363636363636,NA,0
15,63089.34120007325,1737.7465999452397,False,0.40372159090909004,13,pafu,lung,0.24590909090909,NA,0
16,65110.308500006795,1348.1747000478208,False,0.29573153409090897,8,fumbo,mystery,0.264090909090909,NA,0
17,66742.06730001606,5775.735300034285,False,0.35187499999999994,16,jani,leaf,0.255,NA,0

18,76319.27680002991,1464.2812999663875,True,0.3224005681818181,15,mfupa,bone,0.27318181818181797,grey,1
19,78855.15449999366,2890.5064000282437,True,0.3714772727272719,5,yamini,oath,0.277727272727272,grey,1
20,82848.90660003293,1540.9380999626592,True,0.227727272727272,12,rafiki,friend,0.227727272727272,blue,1
21,86397.11220003664,4619.225000031292,True,0.6458380681818182,3,theluji,snow,0.22318181818181798,green,1
22,91827.60219997726,3150.5493000149727,True,0.6374218750000001,2,ubini,forgery,0.305,blue,1
23,96249.90490009077,1808.198899962008,False,0.055,10,mbwa,dog,0.055,orange,1
24,98332.78380008414,2287.5211999053136,False,0.40372159090909004,13,pafu,lung,0.24590909090909,green,1
25,100903.36420002859,2720.699300058186,False,0.29573153409090897,8,fumbo,mystery,0.264090909090909,pink,1
26,103884.3504000688,1551.5992000000551,False,0.494488636363636,6,mshoni,tailor,0.291363636363636,violet,1
27,105700.45980007853,3658.2219999982044,False,0.35187499999999994,16,jani,leaf,0.255,violet,1
28,110461.43250004388,1001.758600003086,True,0.6780113636363632,14,paji,forehead,0.268636363636363,purple,1
29,113707.00500009116,1529.4336999068037,True,0.286427556818181,9,ziwa,lake,0.236818181818181,cyan,1
30,115907.22410008311,1315.3397999703884,True,0.3345099431818179,7,tumbili,monkey,0.22318181818181798,yellow,1
31,118510.174700059,1476.5835999278352,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple,1
32,120274.4846000569,1588.2384999422356,True,0.4941335227272721,17,jibini,cheese,0.277727272727272,yellow,1
33,122849.75000005215,2377.5602999376133,True,0.17811789772727202,1,sala,prayer,0.227727272727272,red,1
34,127401.13040001597,1349.9728000024334,False,0.18681818181818102,11,nyanya,tomato,0.18681818181818102,red,1

