id,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora,pt
1,36252.002399996854,13097.491200009244,True,0.18681818181818102,NA,11,nyanya,tomato,0.18681818181818102,0
2,52037.3055000091,1428.566899994621,True,0.18720880681818103,NA,9,ziwa,lake,0.236818181818181,0
3,54925.843100005295,1180.854399994132,True,0.29530539772727193,NA,12,rafiki,friend,0.227727272727272,0
4,57824.46030000574,1337.9211999999825,True,0.3801775568181809,NA,18,hadithi,story,0.28681818181818103,0
5,60128.98649999988,2358.1796000071336,True,0.389978693181818,NA,3,theluji,snow,0.22318181818181798,0
6,63115.42990000453,8886.503300003824,False,0.055,NA,10,mbwa,dog,0.055,0
7,72427.32410000463,1915.45899999619,True,0.132272727272727,NA,4,iktisadi,economy,0.132272727272727,0
8,76327.03210000182,2469.862500001909,True,0.304609375,NA,16,jani,leaf,0.255,0
9,79779.49810000428,2138.0140999972355,True,0.24590909090909005,NA,13,pafu,lung,0.24590909090909,0
10,82875.1520000078,1536.9616999960272,True,0.3879190340909089,NA,8,fumbo,mystery,0.264090909090909,0
11,85858.10240000137,6364.105000000563,True,0.27772727272727205,NA,17,jibini,cheese,0.277727272727272,0
12,93489.73760000081,2500.570300006075,True,0.17811789772727202,NA,1,sala,prayer,0.227727272727272,0
13,97555.04039999505,3084.6958000038285,True,0.18681818181818102,NA,19,sumu,poison,0.18681818181818102,0
14,103417.81790000095,1773.4784000058426,True,0.412457386363636,NA,6,mshoni,tailor,0.291363636363636,0
15,106645.17469999555,6496.6848000040045,True,0.445305397727272,NA,5,yamini,oath,0.277727272727272,0
16,115115.38129999826,13547.385900004883,True,0.32218749999999985,NA,2,ubini,forgery,0.305,0
17,131255.25099999504,10079.744000002393,True,0.526697443181818,NA,15,mfupa,bone,0.27318181818181797,0
18,142442.2162999981,10079.939300005208,False,0.3678551136363629,NA,20,nanga,anchor,0.268636363636363,0
19,152998.7756000046,1860.9870999935083,True,0.3372443181818179,NA,7,tumbili,monkey,0.22318181818181798,0
20,157390.30670000648,1856.428599989158,True,0.21902698863636305,NA,14,paji,forehead,0.268636363636363,0

21,163643.0257000029,2587.6240999932634,False,0.24590909090909005,"rgb(198,255,0)",13,pafu,lung,0.24590909090909,1
22,167219.27270000742,1271.069800000987,True,0.3372443181818179,"rgb(255,197,0)",7,tumbili,monkey,0.22318181818181798,1
23,171698.04499999736,6108.141300006537,True,0.18681818181818102,"rgb(85,255,0)",11,nyanya,tomato,0.18681818181818102,1
24,179512.92770000873,1024.8201999929734,True,0.29530539772727193,"rgb(255,255,0)",12,rafiki,friend,0.227727272727272,1
25,182351.1170999991,3705.6726000009803,False,0.32218749999999985,"rgb(255,255,0)",2,ubini,forgery,0.305,1
26,187325.6465000013,4049.248199997237,True,0.21902698863636305,"rgb(142,255,0)",14,paji,forehead,0.268636363636363,1
27,194421.68980000133,3417.826100005186,False,0.3678551136363629,"rgb(255,141,0)",20,nanga,anchor,0.268636363636363,1
28,198293.06480000378,3442.30900000548,False,0.445305397727272,"rgb(255,84,0)",5,yamini,oath,0.277727272727272,1
29,204130.70540000626,1196.2200999987544,True,0.389978693181818,"rgb(255,141,0)",3,theluji,snow,0.22318181818181798,1
30,206921.6119000048,1477.5102999992669,True,0.132272727272727,"rgb(29,255,0)",4,iktisadi,economy,0.132272727272727,1
31,211257.0238000044,1749.7201999940444,True,0.17811789772727202,"rgb(85,255,0)",1,sala,prayer,0.227727272727272,1
32,215134.990999999,inf,True,0.3801775568181809,"rgb(255,141,0)",18,hadithi,story,0.28681818181818103,1
33,218080.88750000752,2681.2024999962887,True,0.412457386363636,"rgb(255,84,0)",6,mshoni,tailor,0.291363636363636,1
34,225172.61829999916,1379.299100008211,True,0.18681818181818102,"rgb(85,255,0)",19,sumu,poison,0.18681818181818102,1
35,228599.45280000102,inf,False,0.3879190340909089,"rgb(255,141,0)",8,fumbo,mystery,0.264090909090909,1
36,234253.89770000766,1278.381600001012,True,0.18720880681818103,"rgb(85,255,0)",9,ziwa,lake,0.236818181818181,1
37,236266.92740000726,1699.7757999924943,True,0.526697443181818,"rgb(255,28,0)",15,mfupa,bone,0.27318181818181797,1
38,238832.05969999835,1665.442700003041,False,0.27772727272727205,"rgb(198,255,0)",17,jibini,cheese,0.277727272727272,1
39,241840.85170000617,1917.5715000019409,False,0.055,"rgb(29,255,0)",10,mbwa,dog,0.055,1
40,244328.7951000093,inf,True,0.304609375,"rgb(255,255,0)",16,jani,leaf,0.255,1

