id,start_time,rt,correct,alpha,fact_id,question,answer,priora,pt
1,27960.28529998148,3404.3380999937654,True,0.22318181818181798,tumbili,monkey,7,0.22318181818181798,1
2,33386.91399997333,10068.940300028771,True,0.3629190340909089,rembo,ornament,24,0.214090909090909,1
3,44675.156600016635,6256.010599958245,False,0.17357244318181797,theluji,snow,3,0.22318181818181798,1
4,51143.02590000443,3702.6851999689825,True,0.4929616477272719,yamini,oath,5,0.277727272727272,1
5,55712.42200001143,1905.5260999593884,True,0.26675426136363606,mshoni,tailor,6,0.291363636363636,1
6,58747.410400013905,958.9008999755606,True,0.40400568181818103,ziwa,lake,9,0.236818181818181,1
7,60370.51799998153,1027.54239999922,False,0.3756676136363629,paji,forehead,14,0.268636363636363,1
8,62163.49539998919,1273.7841000198387,True,0.227727272727272,rafiki,friend,12,0.227727272727272,1
9,64322.36659998307,1109.5534000196494,True,0.2799999999999999,jani,leaf,16,0.255,1
10,66035.4869000148,7812.8060000017285,False,0.23720880681818102,lawama,blame,23,0.28681818181818103,1
11,74059.68700000085,1591.7661999701522,True,0.26409090909090904,fumbo,mystery,8,0.264090909090909,1
12,76829.86940001138,2030.076699971687,True,0.055,mbwa,dog,10,0.055,1
13,79423.2772999676,2189.574600022752,False,0.24040482954545397,farasi,horse,26,0.20954545454545398,1
14,81822.98479997553,1116.9332000426948,True,0.2618181818181809,sumu,poison,19,0.18681818181818102,1
15,83927.91630001739,2595.1767999795265,True,0.5452343749999998,ubini,forgery,2,0.305,1
16,87762.80510000652,3641.835199960042,True,0.42090909090909007,ladha,flavor,27,0.29590909090909007,1
17,92611.87979998067,5065.057300031185,False,0.268636363636363,bandari,harbor,28,0.268636363636363,1
18,97887.14180001989,1255.9052999713458,True,0.141363636363636,yai,egg,21,0.141363636363636,1
19,99801.22319998918,3001.6820000018924,True,0.132272727272727,iktisadi,economy,4,0.132272727272727,1
20,104454.56059998833,1231.4623999991454,True,0.27772727272727205,rushwa,bribe,22,0.277727272727272,1
21,106685.37289998494,2247.0487999962643,True,0.19590909090909,roho,soul,29,0.19590909090909,1
22,109760.97519998439,2163.9432000229135,True,0.17811789772727202,sala,prayer,1,0.227727272727272,1
23,112847.55269996822,1159.1679000412114,True,0.218636363636363,pipa,barrel,25,0.218636363636363,1
24,115184.44609997096,1528.0420000199229,True,0.18681818181818102,nyanya,tomato,11,0.18681818181818102,1
25,117790.37359997164,1573.546500003431,True,0.2731818181818181,mfupa,bone,15,0.27318181818181797,1
26,119980.1512999693,inf,True,0.28681818181818103,hadithi,story,18,0.28681818181818103,1
27,125325.36650000839,1677.098499960266,False,0.3746022727272719,jibini,cheese,17,0.277727272727272,1
28,127980.03169998992,1638.470400008373,True,0.268636363636363,nanga,anchor,20,0.268636363636363,1
29,130476.65009996854,919.8505000094883,True,0.3045028409090901,pafu,lung,13,0.24590909090909,1

30,132193.77449998865,6528.503099980298,False,0.268636363636363,bandari,harbor,28,0.268636363636363,2
31,138937.62059998699,1000.974300026428,True,0.27772727272727205,rushwa,bribe,22,0.277727272727272,2
32,140969.57879996626,1307.373900024686,True,0.218636363636363,pipa,barrel,25,0.218636363636363,2
33,143381.99789996725,3156.422600033693,False,0.23720880681818102,lawama,blame,23,0.28681818181818103,2
34,146750.77260000398,8971.562399994582,True,0.26409090909090904,fumbo,mystery,8,0.264090909090909,2
35,156987.52849997254,1156.773200025782,True,0.18681818181818102,nyanya,tomato,11,0.18681818181818102,2
36,158963.63529999508,3857.5895000249147,True,0.17811789772727202,sala,prayer,1,0.227727272727272,2
37,163868.63410001388,3855.917999986559,False,0.24040482954545397,farasi,horse,26,0.20954545454545398,2
38,167936.90159998368,918.4077000245452,True,0.2618181818181809,sumu,poison,19,0.18681818181818102,2
39,169906.339499983,1764.8626000154763,True,0.2731818181818181,mfupa,bone,15,0.27318181818181797,2
40,172276.36099996744,2610.4524000547826,False,0.17357244318181797,theluji,snow,3,0.22318181818181798,2
41,175097.61469997466,3231.6152999992482,False,0.42090909090909007,ladha,flavor,27,0.29590909090909007,2
42,178541.69119999278,846.4908999740146,True,0.3045028409090901,pafu,lung,13,0.24590909090909,2
43,180187.6890999847,1265.9512999816798,True,0.28681818181818103,hadithi,story,18,0.28681818181818103,2
44,182440.31009997707,7223.586900043301,True,0.40400568181818103,ziwa,lake,9,0.236818181818181,2
45,190737.17119998764,2479.6060000080615,True,0.5452343749999998,ubini,forgery,2,0.305,2
46,194349.9204000109,1171.9270999892615,True,0.227727272727272,rafiki,friend,12,0.227727272727272,2
47,196413.53379999055,11640.646899992134,False,0.3756676136363629,paji,forehead,14,0.268636363636363,2
48,208265.30450000428,5499.488600005861,False,0.3629190340909089,rembo,ornament,24,0.214090909090909,2
49,213975.02239997266,3504.645500041079,True,0.2799999999999999,jani,leaf,16,0.255,2
50,218086.40899998136,1602.7241999981925,True,0.26675426136363606,mshoni,tailor,6,0.291363636363636,2
51,220620.91769999824,inf,True,0.4929616477272719,yamini,oath,5,0.277727272727272,2
52,226405.5464999983,1085.3886000113562,True,0.132272727272727,iktisadi,economy,4,0.132272727272727,2
53,228807.6471000095,1169.3649999797344,True,0.055,mbwa,dog,10,0.055,2
54,230688.15369997174,1379.7584000276402,True,0.22318181818181798,tumbili,monkey,7,0.22318181818181798,2
55,233467.0530000003,928.4696999820881,True,0.19590909090909,roho,soul,29,0.19590909090909,2
56,235140.76739997836,1168.343700002879,True,0.3746022727272719,jibini,cheese,17,0.277727272727272,2
57,237261.6287000128,908.3491999772377,True,0.141363636363636,yai,egg,21,0.141363636363636,2
58,238857.19180002343,2431.128499971237,True,0.268636363636363,nanga,anchor,20,0.268636363636363,2

