id,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora,pt
1,10495.380100095645,6291.753500001505,False,0.34022727272727205,NA,5,yamini,oath,0.277727272727272,0
2,18801.11280013807,1048.4052000101656,True,0.34779119318181795,NA,7,tumbili,monkey,0.22318181818181798,0
3,22465.14889993705,1862.5653001945466,True,0.132272727272727,NA,4,iktisadi,economy,0.132272727272727,0
4,26966.506500029936,1034.0613999869674,True,0.141363636363636,NA,21,yai,egg,0.141363636363636,0
5,28668.333400040865,12086.931800004095,True,0.18681818181818102,NA,11,nyanya,tomato,0.18681818181818102,0
6,42100.68259993568,3620.3279001638293,True,0.28681818181818103,NA,18,hadithi,story,0.28681818181818103,0
7,48435.80380012281,6548.231499968097,True,0.36597301136363597,NA,6,mshoni,tailor,0.291363636363636,0
8,58219.15920008905,1268.3035999070853,True,0.5549644886363632,NA,14,paji,forehead,0.268636363636363,0
9,61207.04080001451,3241.2872000131756,True,0.376946022727272,NA,17,jibini,cheese,0.277727272727272,0
10,65617.19799996354,1557.3061001487076,True,0.27240056818181796,NA,3,theluji,snow,0.22318181818181798,0
11,68009.37089999206,2376.1559000704437,True,0.39239346590908986,NA,13,pafu,lung,0.24590909090909,0
12,71342.95500000007,1067.918200045824,True,0.277727272727272,NA,22,rushwa,bribe,0.277727272727272,0
13,73771.37460000813,1917.1893000602722,True,0.521796875,NA,16,jani,leaf,0.255,0
14,77414.5299999509,2039.0794000122696,True,0.055,NA,10,mbwa,dog,0.055,0
15,80101.97299998254,1303.0101000331342,True,0.5163281250000001,NA,2,ubini,forgery,0.305,0
16,83125.42050005868,3606.5032000187784,False,0.18720880681818103,NA,9,ziwa,lake,0.236818181818181,0
17,89618.32630005665,1798.089599935338,False,0.17811789772727202,NA,1,sala,prayer,0.227727272727272,0
18,91626.19989993982,10523.903300054371,False,0.28948153409090904,NA,8,fumbo,mystery,0.264090909090909,0
19,102972.86500013433,3417.7117999643087,True,0.28681818181818103,NA,23,lawama,blame,0.28681818181818103,0
20,107296.90339998342,17843.920400133356,False,0.268636363636363,NA,20,nanga,anchor,0.268636363636363,0
21,126329.06839996576,1511.5588000044227,True,0.18681818181818102,NA,19,sumu,poison,0.18681818181818102,0
22,129093.80200016312,1005.6987998541445,True,0.227727272727272,NA,12,rafiki,friend,0.227727272727272,0
23,131214.99860007316,3294.4922000169754,True,0.40130681818181796,NA,15,mfupa,bone,0.27318181818181797,0

24,135477.02320013195,6510.165999876335,False,0.18720880681818103,"rgb(85,255,85)",9,ziwa,lake,0.236818181818181,1
25,143217.53669995815,1146.0176000837237,True,0.132272727272727,"rgb(29,255,29)",4,iktisadi,economy,0.132272727272727,1
26,147348.14439993352,835.741100134328,True,0.227727272727272,"rgb(142,255,142)",12,rafiki,friend,0.227727272727272,1
27,149540.23210005835,9906.770200002939,False,0.34022727272727205,"rgb(255,197,197)",5,yamini,oath,0.277727272727272,1
28,162242.3390999902,2564.9918001145124,False,0.28948153409090904,"rgb(255,255,255)",8,fumbo,mystery,0.264090909090909,1
29,165588.776800083,4111.736899940297,False,0.36597301136363597,"rgb(255,197,197)",6,mshoni,tailor,0.291363636363636,1
30,170462.05820003524,1240.4648000374436,True,0.521796875,"rgb(255,28,28)",16,jani,leaf,0.255,1
31,172541.71549994498,15282.84540004097,True,0.28681818181818103,"rgb(255,255,255)",18,hadithi,story,0.28681818181818103,1
32,188992.92350001633,1385.4682999663055,True,0.5549644886363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363,1
33,192183.16210014746,2087.794999824837,False,0.268636363636363,"rgb(198,255,198)",20,nanga,anchor,0.268636363636363,1
34,198728.57729997486,1014.8031001444906,True,0.141363636363636,"rgb(29,255,29)",21,yai,egg,0.141363636363636,1
35,200421.35800002143,1069.10640001297,True,0.27240056818181796,"rgb(198,255,198)",3,theluji,snow,0.22318181818181798,1
36,202279.62230006233,1255.8758000377566,True,0.39239346590908986,"rgb(255,141,141)",13,pafu,lung,0.24590909090909,1
37,204473.00180001184,1087.0527001097798,True,0.277727272727272,"rgb(198,255,198)",22,rushwa,bribe,0.277727272727272,1
38,208396.7695001047,982.0617998484522,True,0.34779119318181795,"rgb(255,197,197)",7,tumbili,monkey,0.22318181818181798,1
39,212007.50309997238,1473.3384000137448,True,0.055,"rgb(29,255,29)",10,mbwa,dog,0.055,1
40,214101.5006999951,1138.422700110823,True,0.18681818181818102,"rgb(85,255,85)",11,nyanya,tomato,0.18681818181818102,1
41,216835.3216999676,1687.8480000887066,True,0.28681818181818103,"rgb(255,255,255)",23,lawama,blame,0.28681818181818103,1
42,219461.98930009268,4970.630299998447,True,0.40130681818181796,"rgb(255,141,141)",15,mfupa,bone,0.27318181818181797,1
43,225174.4125999976,3324.3587999604642,True,0.376946022727272,"rgb(255,141,141)",17,jibini,cheese,0.277727272727272,1
44,229691.94709998555,984.3203001655638,True,0.18681818181818102,"rgb(85,255,85)",19,sumu,poison,0.18681818181818102,1
45,232260.84130001254,3171.0926999803632,False,0.17811789772727202,"rgb(85,255,85)",1,sala,prayer,0.227727272727272,1
46,238300.78619997948,4288.655800046399,True,0.5163281250000001,"rgb(255,28,28)",2,ubini,forgery,0.305,1

