id,start_time,rt,correct,alpha,fact_id,question,answer,priora,pt
1,22384.14219999686,3199.321999971289,True,0.34058238636363597,mshoni,tailor,6,0.291363636363636,1
2,26606.05790000409,2077.8195999446325,True,0.4333380681818181,tumbili,monkey,7,0.22318181818181798,1
3,29988.79939998733,4222.6299999747425,True,0.4799999999999999,jani,leaf,16,0.255,1
4,34962.14359998703,1893.4593999874778,True,0.36125,ubini,forgery,2,0.305,1
5,38729.57939998014,4572.376299998723,False,0.055,mbwa,dog,10,0.055,1
6,45275.69149999181,4271.4060000143945,False,0.268636363636363,nanga,anchor,20,0.268636363636363,1
7,53545.96799996216,1662.7231999882497,True,0.2735369318181809,nyanya,tomato,11,0.18681818181818102,1
8,56885.53279999178,3596.1569999926724,False,0.22318181818181798,theluji,snow,3,0.22318181818181798,1
9,62565.90529996902,3984.657299995888,True,0.4553551136363631,paji,forehead,14,0.268636363636363,1
10,67919.88319996744,1670.733899984043,True,0.3364275568181809,hadithi,story,18,0.28681818181818103,1
11,71176.20629997691,7437.384699995164,False,0.236818181818181,ziwa,lake,9,0.236818181818181,1
12,79657.58239995921,15862.871600023936,False,0.18681818181818102,sumu,poison,19,0.18681818181818102,1
13,95730.65769998357,1217.0166000141762,True,0.3849715909090899,pafu,lung,13,0.24590909090909,1
14,97860.96079996787,5407.78050001245,True,0.4703053977272721,jibini,cheese,17,0.277727272727272,1
15,104344.83849996468,24808.578399999533,False,0.132272727272727,iktisadi,economy,4,0.132272727272727,1
16,129363.47609997028,3882.564999978058,True,0.17811789772727202,sala,prayer,1,0.227727272727272,1
17,134381.1071999953,3871.4983999961987,True,0.246867897727272,rafiki,friend,12,0.227727272727272,1
18,139968.03239994915,1673.922800051514,True,0.411463068181818,mfupa,bone,15,0.27318181818181797,1
19,142422.2948999959,2538.1889999844134,True,0.5527627840909091,fumbo,mystery,8,0.264090909090909,1
20,146561.26659997972,1527.0527999964543,True,0.5675710227272722,yamini,oath,5,0.277727272727272,1

21,149225.1213999698,845.5367999849841,True,0.5675710227272722,yamini,oath,5,0.277727272727272,2
22,150946.1729999748,4391.0210999893025,True,0.4799999999999999,jani,leaf,16,0.255,2
23,157210.9555999632,3247.5230999989435,True,0.3364275568181809,hadithi,story,18,0.28681818181818103,2
24,161832.5333999819,1260.455199982971,True,0.236818181818181,ziwa,lake,9,0.236818181818181,2
25,163719.41589994822,4576.340500032529,True,0.36125,ubini,forgery,2,0.305,2
26,169561.98790000053,1399.4018999510445,True,0.4703053977272721,jibini,cheese,17,0.277727272727272,2
27,171965.21329996176,1151.0260000359267,True,0.17811789772727202,sala,prayer,1,0.227727272727272,2
28,174115.2749999892,3296.01749998983,False,0.268636363636363,nanga,anchor,20,0.268636363636363,2
29,178198.16489994992,1451.020900043659,False,0.34058238636363597,mshoni,tailor,6,0.291363636363636,2
30,180426.42949998844,942.035699961707,True,0.3849715909090899,pafu,lung,13,0.24590909090909,2
31,182107.20460000448,4326.288899988867,True,0.4333380681818181,tumbili,monkey,7,0.22318181818181798,2
32,187756.37869996717,2205.385200039018,True,0.411463068181818,mfupa,bone,15,0.27318181818181797,2
33,190739.48619997827,5936.727799999062,True,0.132272727272727,iktisadi,economy,4,0.132272727272727,2
34,197969.78869999293,3536.275399965234,True,0.5527627840909091,fumbo,mystery,8,0.264090909090909,2
35,202859.27679995075,1223.3065000036731,True,0.2735369318181809,nyanya,tomato,11,0.18681818181818102,2
36,205463.60009995988,6743.655900005251,False,0.055,mbwa,dog,10,0.055,2
37,213380.52779994905,7065.814200032037,False,0.22318181818181798,theluji,snow,3,0.22318181818181798,2
38,221822.00629997533,2498.1657000025734,False,0.18681818181818102,sumu,poison,19,0.18681818181818102,2
39,224967.00379997492,1780.5331000126898,True,0.246867897727272,rafiki,friend,12,0.227727272727272,2
40,228206.9155999925,3572.9237999767065,True,0.4553551136363631,paji,forehead,14,0.268636363636363,2

