trial,start_time,rt,correct,alpha,fact_id,question,answer,priora
64,552295.0,inf,True,0.46085937500000007,2,ubini,forgery,0.305
65,566151.0,2289.0,True,0.268636363636363,14,paji,forehead,0.268636363636363
66,572823.0,2640.0,True,0.24590909090909,13,pafu,lung,0.24590909090909
67,578837.0,2291.0,True,0.5206960227272719,5,yamini,oath,0.277727272727272
68,584457.0,7309.0,False,0.4423224431818179,3,theluji,snow,0.223181818181818
69,595787.0,2466.0,True,0.4854687500000001,2,ubini,forgery,0.305
70,601930.0,13954.0,False,0.500419034090909,8,fumbo,mystery,0.264090909090909
71,619688.0,13516.0,False,0.5203053977272719,5,yamini,oath,0.277727272727272
72,636966.0,3731.0,True,0.4638068181818179,3,theluji,snow,0.223181818181818
73,643916.0,5438.0,True,0.48507812500000014,2,ubini,forgery,0.305
74,653123.0,2259.0,True,0.500809659090909,8,fumbo,mystery,0.264090909090909
75,661469.0,1877.0,True,0.5269460227272719,5,yamini,oath,0.277727272727272
76,666558.0,1577.0,True,0.3470099431818179,7,tumbili,monkey,0.223181818181818
77,671710.0,2802.0,True,0.5081250000000002,2,ubini,forgery,0.305
78,678759.0,5926.0,True,0.22772727272727197,1,sala,prayer,0.227727272727272
79,688330.0,5357.0,True,0.5452343750000003,2,ubini,forgery,0.305
80,698713.0,2957.0,True,0.4681036931818179,3,theluji,snow,0.223181818181818
81,705549.0,2893.0,True,0.5690625000000002,2,ubini,forgery,0.305
82,712345.0,6508.0,True,0.5265553977272719,5,yamini,oath,0.277727272727272
83,722231.0,6293.0,False,0.187208806818181,9,ziwa,lake,0.236818181818181
84,732479.0,2654.0,True,0.576164772727272,5,yamini,oath,0.277727272727272
85,738839.0,2192.0,True,0.5749218750000002,2,ubini,forgery,0.305
86,744634.0,1725.0,True,0.4927130681818179,3,theluji,snow,0.223181818181818
87,750152.0,1935.0,True,0.585149147727272,5,yamini,oath,0.277727272727272
88,755490.0,inf,True,0.24004971590909,13,pafu,lung,0.24590909090909
89,763673.0,1836.0,True,0.5745312500000003,2,ubini,forgery,0.305
90,770347.0,2614.0,True,0.584758522727272,5,yamini,oath,0.277727272727272
91,776300.0,1723.0,True,0.475419034090909,8,fumbo,mystery,0.264090909090909
92,781727.0,5806.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
93,791042.0,1574.0,True,0.49232244318181795,3,theluji,snow,0.223181818181818
94,796384.0,1946.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
95,803159.0,2188.0,True,0.585149147727272,5,yamini,oath,0.277727272727272
96,808755.0,2134.0,True,0.27733664772727196,1,sala,prayer,0.227727272727272
97,814594.0,4736.0,True,0.5499218750000002,2,ubini,forgery,0.305
98,823050.0,4113.0,True,0.221370738636363,14,paji,forehead,0.268636363636363
99,830807.0,1895.0,True,0.5995312500000003,2,ubini,forgery,0.305
100,839370.0,1776.0,True,0.584758522727272,5,yamini,oath,0.277727272727272
101,844423.0,1799.0,True,0.255,16,jani,leaf,0.255
102,849791.0,1386.0,True,0.49193181818181797,3,theluji,snow,0.223181818181818
103,854536.0,1412.0,True,0.255,16,jani,leaf,0.255
104,859214.0,2239.0,True,0.28965909090909003,13,pafu,lung,0.24590909090909
105,864718.0,2893.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
106,871119.0,3806.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
107,879542.0,2774.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
108,885780.0,inf,True,0.286818181818181,18,hadithi,story,0.286818181818181
109,892619.0,2922.0,True,0.5648366477272719,5,yamini,oath,0.277727272727272
110,898813.0,2793.0,True,0.5499218750000002,2,ubini,forgery,0.305
111,905346.0,2480.0,True,0.186818181818181,19,sumu,poison,0.186818181818181
112,911923.0,3622.0,True,0.327336647727272,17,jibini,cheese,0.277727272727272

