trial,start_time,rt,correct,alpha,fact_id,question,answer,priora
1,17113.0,3370.0,True,0.227727272727272,1,sala,prayer,0.227727272727272
2,24862.0,6016.0,True,0.305,2,ubini,forgery,0.305
3,39664.0,1186.0,True,0.305,2,ubini,forgery,0.305
4,44489.0,947.0,True,0.227727272727272,1,sala,prayer,0.227727272727272
5,49041.0,7081.0,True,0.223181818181818,3,theluji,snow,0.223181818181818
6,60316.0,6948.0,True,0.132272727272727,4,iktisadi,economy,0.132272727272727
7,71135.0,1382.0,True,0.223181818181818,3,theluji,snow,0.223181818181818
8,75592.0,2951.0,True,0.277727272727272,5,yamini,oath,0.277727272727272
9,82131.0,4116.0,True,0.291363636363636,6,mshoni,tailor,0.291363636363636
10,90114.0,3456.0,False,0.277727272727272,5,yamini,oath,0.277727272727272
11,98344.0,1495.0,True,0.291363636363636,6,mshoni,tailor,0.291363636363636
12,103094.0,5909.0,True,0.223181818181818,7,tumbili,monkey,0.223181818181818
13,112730.0,4602.0,True,0.264090909090909,8,fumbo,mystery,0.264090909090909
14,121182.0,3572.0,True,0.327336647727272,5,yamini,oath,0.277727272727272
15,127670.0,1363.0,True,0.264090909090909,8,fumbo,mystery,0.264090909090909
16,133789.0,1656.0,False,0.223181818181818,7,tumbili,monkey,0.223181818181818
17,138666.0,2564.0,True,0.236818181818181,9,ziwa,lake,0.236818181818181
18,144473.0,2408.0,True,0.055,10,mbwa,dog,0.055
19,149981.0,6090.0,True,0.186818181818181,11,nyanya,tomato,0.186818181818181
20,159543.0,3409.0,True,0.37694602272727196,5,yamini,oath,0.277727272727272
21,165875.0,3280.0,False,0.236818181818181,9,ziwa,lake,0.236818181818181
22,172057.0,3685.0,False,0.255390625,2,ubini,forgery,0.305
23,177987.0,3226.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272
24,185010.0,3120.0,True,0.4265553977272719,5,yamini,oath,0.277727272727272
25,191173.0,3087.0,True,0.24590909090909,13,pafu,lung,0.24590909090909
26,197724.0,1020.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272
27,201897.0,2327.0,True,0.4691335227272718,5,yamini,oath,0.277727272727272
28,207413.0,3598.0,False,0.24590909090909,13,pafu,lung,0.24590909090909
29,214174.0,1351.0,True,0.272791193181818,7,tumbili,monkey,0.223181818181818
30,219036.0,2273.0,True,0.186818181818181,11,nyanya,tomato,0.186818181818181
31,224472.0,inf,True,0.286427556818181,9,ziwa,lake,0.236818181818181
32,230756.0,3948.0,True,0.268636363636363,14,paji,forehead,0.268636363636363
33,239566.0,1580.0,True,0.4695241477272718,5,yamini,oath,0.277727272727272
34,244114.0,2364.0,True,0.268636363636363,14,paji,forehead,0.268636363636363
35,250252.0,4569.0,False,0.30499999999999994,2,ubini,forgery,0.305
36,257635.0,4210.0,False,0.241754261363636,6,mshoni,tailor,0.291363636363636
37,265048.0,2530.0,True,0.29551846590909003,13,pafu,lung,0.24590909090909
38,271720.0,2114.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
39,277454.0,1941.0,True,0.33603693181818095,9,ziwa,lake,0.236818181818181
40,282201.0,1528.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818
41,287085.0,1352.0,True,0.4691335227272718,5,yamini,oath,0.277727272727272
42,291835.0,3290.0,True,0.255,16,jani,leaf,0.255
43,298403.0,4772.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
44,307109.0,3237.0,False,0.255,16,jani,leaf,0.255
45,312591.0,2506.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272
46,318258.0,2944.0,True,0.280745738636363,14,paji,forehead,0.268636363636363
47,324569.0,9004.0,False,0.34601562499999994,2,ubini,forgery,0.305
48,335821.0,1591.0,True,0.46874289772727185,5,yamini,oath,0.277727272727272
49,340648.0,2486.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
50,347460.0,6573.0,True,0.186818181818181,19,sumu,poison,0.186818181818181
51,359157.0,inf,False,0.286818181818181,18,hadithi,story,0.286818181818181
52,366070.0,2290.0,True,0.30460937499999996,16,jani,leaf,0.255
53,371058.0,9676.0,True,0.3956249999999999,2,ubini,forgery,0.305
54,384003.0,8912.0,False,0.29921164772727193,17,jibini,cheese,0.277727272727272
55,395160.0,3287.0,True,0.3084090909090901,13,pafu,lung,0.24590909090909
56,401615.0,1886.0,True,0.33642755681818093,18,hadithi,story,0.286818181818181
57,406647.0,2310.0,True,0.29136363636363605,6,mshoni,tailor,0.291363636363636
58,412056.0,3438.0,True,0.32410511363636296,14,paji,forehead,0.268636363636363
59,419351.0,4194.0,True,0.335646306818181,9,ziwa,lake,0.236818181818181
60,426360.0,3182.0,True,0.186818181818181,19,sumu,poison,0.186818181818181
61,432641.0,8676.0,True,0.3488210227272719,17,jibini,cheese,0.277727272727272
62,445833.0,12833.0,False,0.214481534090909,8,fumbo,mystery,0.264090909090909
63,460911.0,7214.0,False,0.39992187499999987,2,ubini,forgery,0.305
64,470366.0,1791.0,True,0.35411221590909003,13,pafu,lung,0.24590909090909
65,475187.0,3804.0,True,0.38525568181818093,9,ziwa,lake,0.236818181818181
66,481695.0,2366.0,True,0.3929616477272718,17,jibini,cheese,0.277727272727272
67,487098.0,3988.0,True,0.22357244318181804,15,mfupa,bone,0.273181818181818
68,493782.0,1982.0,False,0.132272727272727,4,iktisadi,economy,0.132272727272727
69,498007.0,5212.0,True,0.4191335227272719,5,yamini,oath,0.277727272727272
70,506091.0,4922.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363
71,514582.0,2207.0,True,0.141363636363636,21,yai,egg,0.141363636363636
72,519911.0,1179.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363
73,524370.0,1174.0,True,0.40439630681818095,9,ziwa,lake,0.236818181818181
74,528280.0,8119.0,False,0.32605823863636296,14,paji,forehead,0.268636363636363
75,538644.0,4874.0,False,0.4034374999999999,2,ubini,forgery,0.305
76,545764.0,1358.0,True,0.2799999999999999,16,jani,leaf,0.255
77,549819.0,1645.0,True,0.39257102272727185,17,jibini,cheese,0.277727272727272
78,554658.0,2748.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272
79,561071.0,2200.0,False,0.45304687499999985,2,ubini,forgery,0.305
80,566770.0,2116.0,False,0.277727272727272,22,rushwa,bribe,0.277727272727272
81,572054.0,3981.0,True,0.23642755681818098,19,sumu,poison,0.186818181818181
82,579376.0,1234.0,True,0.3756676136363629,14,paji,forehead,0.268636363636363
83,584273.0,1927.0,True,0.286818181818181,18,hadithi,story,0.286818181818181
