trial,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour
67,403870.0,inf,True,0.4265553977272719,17,jibini,cheese,0.277727272727272,yellow
68,410781.0,inf,True,0.4188849431818179,3,theluji,snow,0.223181818181818,green
69,418132.0,2140.0,False,0.5537926136363629,14,paji,forehead,0.268636363636363,purple
70,423215.0,2081.0,False,0.39835937499999996,2,ubini,forgery,0.305,blue
71,428702.0,inf,True,0.46444602272727187,17,jibini,cheese,0.277727272727272,yellow
72,434456.0,1400.0,False,0.5729332386363629,14,paji,forehead,0.268636363636363,purple
73,438788.0,1777.0,False,0.2731818181818181,15,mfupa,bone,0.273181818181818,grey
74,444024.0,3427.0,True,0.6100426136363629,14,paji,forehead,0.268636363636363,purple
75,451021.0,2099.0,True,0.44349431818181795,3,theluji,snow,0.223181818181818,green
76,456061.0,1780.0,False,0.6354332386363629,14,paji,forehead,0.268636363636363,purple
77,460835.0,inf,True,0.4890553977272719,17,jibini,cheese,0.277727272727272,yellow
78,471183.0,2426.0,True,0.6608238636363629,14,paji,forehead,0.268636363636363,purple
79,477696.0,inf,True,0.538664772727272,17,jibini,cheese,0.277727272727272,yellow
80,483628.0,1787.0,True,0.6604332386363629,14,paji,forehead,0.268636363636363,purple
81,489030.0,inf,True,0.588274147727272,17,jibini,cheese,0.277727272727272,yellow
82,494169.0,3177.0,False,0.36323863636363607,6,mshoni,tailor,0.291363636363636,violet
83,500164.0,inf,True,0.660042613636363,14,paji,forehead,0.268636363636363,purple
84,508966.0,1407.0,True,0.594133522727272,17,jibini,cheese,0.277727272727272,yellow
85,513437.0,1906.0,True,0.709651988636363,14,paji,forehead,0.268636363636363,purple
86,518845.0,2923.0,False,0.40372159090909,13,pafu,lung,0.24590909090909,green
87,525747.0,2195.0,False,0.315617897727272,5,yamini,oath,0.277727272727272,grey
88,531065.0,1778.0,False,0.5937428977272721,17,jibini,cheese,0.277727272727272,yellow
89,537309.0,inf,True,0.660823863636363,14,paji,forehead,0.268636363636363,purple
90,543994.0,1317.0,True,0.6433522727272721,17,jibini,cheese,0.277727272727272,yellow
91,548316.0,2391.0,True,0.44310369318181797,3,theluji,snow,0.223181818181818,green
92,555323.0,1652.0,True,0.34740056818181797,7,tumbili,monkey,0.223181818181818,yellow
93,560417.0,1524.0,True,0.6429616477272722,17,jibini,cheese,0.277727272727272,yellow
94,565307.0,1957.0,True,0.661214488636363,14,paji,forehead,0.268636363636363,purple
95,570600.0,1689.0,True,0.45333096590908994,13,pafu,lung,0.24590909090909,green
96,575224.0,2096.0,False,0.40031249999999996,2,ubini,forgery,0.305,blue
97,580383.0,1623.0,True,0.32279119318181804,15,mfupa,bone,0.273181818181818,grey
98,584938.0,2453.0,False,0.26409090909090904,8,fumbo,mystery,0.264090909090909,pink
99,589745.0,1792.0,False,0.27531249999999996,16,jani,leaf,0.255,violet
100,593893.0,2458.0,False,0.4499218749999999,2,ubini,forgery,0.305,blue
101,599779.0,1487.0,True,0.5933522727272721,17,jibini,cheese,0.277727272727272,yellow
102,604381.0,1561.0,False,0.623323863636363,14,paji,forehead,0.268636363636363,purple
103,608771.0,5778.0,False,0.352727272727272,5,yamini,oath,0.277727272727272,grey
104,616934.0,1861.0,True,0.6729332386363631,14,paji,forehead,0.268636363636363,purple
105,622019.0,1457.0,False,0.3706605113636361,6,mshoni,tailor,0.291363636363636,violet
106,626255.0,1553.0,False,0.442713068181818,3,theluji,snow,0.223181818181818,green
107,631124.0,inf,True,0.47453124999999996,2,ubini,forgery,0.305,blue
108,641305.0,1660.0,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple
109,645372.0,956.0,False,0.236818181818181,9,ziwa,lake,0.236818181818181,cyan
110,648678.0,2181.0,False,0.42026988636363605,6,mshoni,tailor,0.291363636363636,violet
111,653606.0,1442.0,False,0.623323863636363,14,paji,forehead,0.268636363636363,purple
112,657373.0,2045.0,False,0.3249218749999999,16,jani,leaf,0.255,violet
113,661718.0,inf,False,0.6729332386363631,14,paji,forehead,0.268636363636363,purple
114,669364.0,1693.0,True,0.543742897727272,17,jibini,cheese,0.277727272727272,yellow
115,674183.0,1573.0,True,0.7194176136363631,14,paji,forehead,0.268636363636363,purple
116,679071.0,1938.0,False,0.478046875,2,ubini,forgery,0.305,blue
117,683387.0,2095.0,True,0.7190269886363632,14,paji,forehead,0.268636363636363,purple
118,688717.0,3426.0,False,0.45716619318181795,3,theluji,snow,0.223181818181818,green
119,695081.0,1352.0,True,0.7084801136363632,14,paji,forehead,0.268636363636363,purple
120,699803.0,2148.0,False,0.432379261363636,6,mshoni,tailor,0.291363636363636,violet
121,704293.0,1508.0,False,0.295731534090909,8,fumbo,mystery,0.264090909090909,pink
122,708226.0,2485.0,True,0.7080894886363632,14,paji,forehead,0.268636363636363,purple
123,714520.0,3280.0,True,0.499744318181818,3,theluji,snow,0.223181818181818,green
124,720714.0,1297.0,True,0.7084801136363632,14,paji,forehead,0.268636363636363,purple
125,725454.0,3622.0,False,0.35936789772727196,5,yamini,oath,0.277727272727272,grey
126,732105.0,3427.0,True,0.47843749999999996,2,ubini,forgery,0.305,blue
127,739271.0,3729.0,True,0.518103693181818,3,theluji,snow,0.223181818181818,green
128,745883.0,2332.0,True,0.528046875,2,ubini,forgery,0.305,blue
129,752528.0,1280.0,True,0.32240056818181806,15,mfupa,bone,0.273181818181818,grey
130,756848.0,1298.0,True,0.35187499999999994,16,jani,leaf,0.255,violet
131,760897.0,1314.0,True,0.5651562500000001,2,ubini,forgery,0.305,blue
132,765747.0,2365.0,True,0.40372159090909,13,pafu,lung,0.24590909090909,green
133,771092.0,inf,False,0.6588707386363631,14,paji,forehead,0.268636363636363,purple
134,778205.0,2620.0,True,0.524744318181818,3,theluji,snow,0.223181818181818,green
135,783654.0,1483.0,True,0.7084801136363632,14,paji,forehead,0.268636363636363,purple
