trial,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour
32,251947.0,2526.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818,grey
33,258594.0,1697.0,True,0.186818181818181,11,nyanya,tomato,0.186818181818181,red
34,264343.0,1322.0,True,0.241754261363636,6,mshoni,tailor,0.291363636363636,violet
35,269944.0,1497.0,True,0.255,16,jani,leaf,0.255,violet
36,289025.0,1968.0,True,0.228117897727272,5,yamini,oath,0.277727272727272,grey
37,294462.0,1563.0,True,0.255,16,jani,leaf,0.255,violet
38,299784.0,1378.0,True,0.33039062499999994,2,ubini,forgery,0.305,blue
39,314955.0,14088.0,False,0.265227272727272,1,sala,prayer,0.227727272727272,red
40,331276.0,5730.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
41,340805.0,1836.0,True,0.2712286931818181,15,mfupa,bone,0.273181818181818,grey
42,346866.0,3480.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
43,354051.0,3492.0,True,0.286818181818181,18,hadithi,story,0.286818181818181,pink
44,361389.0,5448.0,True,0.186818181818181,19,sumu,poison,0.186818181818181,cyan
45,371874.0,1417.0,True,0.286818181818181,18,hadithi,story,0.286818181818181,pink
46,376669.0,1553.0,True,0.327336647727272,17,jibini,cheese,0.277727272727272,yellow
47,381699.0,1986.0,True,0.260681818181818,3,theluji,snow,0.223181818181818,green
48,387019.0,1942.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363,orange
49,394006.0,2473.0,True,0.141363636363636,21,yai,egg,0.141363636363636,red
50,402207.0,1483.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363,orange
51,407457.0,1299.0,True,0.31483664772727193,1,sala,prayer,0.227727272727272,red
52,412237.0,1337.0,True,0.26409090909090904,8,fumbo,mystery,0.264090909090909,pink
53,417184.0,3763.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272,blue
54,424921.0,1426.0,True,0.186818181818181,19,sumu,poison,0.186818181818181,cyan
55,430178.0,4508.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272,blue
56,438196.0,5434.0,True,0.286818181818181,23,lawama,blame,0.286818181818181,green
57,448641.0,7065.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909,purple
58,460415.0,2353.0,True,0.286818181818181,23,lawama,blame,0.286818181818181,green
59,466274.0,1416.0,True,0.327336647727272,22,rushwa,bribe,0.277727272727272,blue
60,471188.0,2663.0,True,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple
61,479092.0,1631.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909,purple
62,484863.0,5285.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363,grey
63,499738.0,1866.0,True,0.21902698863636302,14,paji,forehead,0.268636363636363,purple
64,505389.0,7015.0,True,0.209545454545454,26,farasi,horse,0.209545454545454,violet
65,519185.0,2610.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363,grey
66,529010.0,7749.0,False,0.3159375,2,ubini,forgery,0.305,blue
67,548432.0,3041.0,True,0.209545454545454,26,farasi,horse,0.209545454545454,violet
68,555323.0,1474.0,True,0.237208806818181,18,hadithi,story,0.286818181818181,pink
69,560398.0,4786.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909,yellow
70,569977.0,1915.0,True,0.27772727272727205,17,jibini,cheese,0.277727272727272,yellow
71,575948.0,1793.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909,yellow
72,581724.0,4823.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363,pink
73,595143.0,2112.0,True,0.19629971590908998,13,pafu,lung,0.24590909090909,green
74,600567.0,1639.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363,pink
75,606155.0,2048.0,True,0.31444602272727196,1,sala,prayer,0.227727272727272,red
76,611811.0,3563.0,True,0.19590909090909,29,roho,soul,0.19590909090909,cyan
77,618748.0,3999.0,True,0.114090909090909,30,wingu,cloud,0.114090909090909,orange
78,626847.0,4715.0,True,0.259545454545454,31,nira,yoke,0.259545454545454,red
79,641341.0,2310.0,True,0.237208806818181,23,lawama,blame,0.286818181818181,green
80,647284.0,2508.0,True,0.259545454545454,31,nira,yoke,0.259545454545454,red
81,654421.0,2140.0,True,0.259154829545454,26,farasi,horse,0.209545454545454,violet
82,659884.0,1590.0,True,0.21902698863636302,20,nanga,anchor,0.268636363636363,orange
83,665027.0,inf,True,0.19590909090909,29,roho,soul,0.19590909090909,cyan
84,670303.0,1530.0,True,0.27772727272727205,22,rushwa,bribe,0.277727272727272,blue
85,675032.0,1442.0,True,0.340546875,2,ubini,forgery,0.305,blue
86,680586.0,4033.0,True,0.20539062500000002,16,jani,leaf,0.255,violet
87,687572.0,1645.0,True,0.23699573863636297,25,pipa,barrel,0.218636363636363,grey
88,693711.0,2346.0,True,0.141363636363636,21,yai,egg,0.141363636363636,red
89,699474.0,3155.0,True,0.24590909090909,32,adui,enemy,0.24590909090909,blue
90,707533.0,5512.0,True,0.259545454545454,33,wakili,agent,0.259545454545454,green
91,717206.0,1384.0,True,0.24590909090909,32,adui,enemy,0.24590909090909,blue
92,722145.0,1658.0,True,0.259545454545454,33,wakili,agent,0.259545454545454,green
93,727164.0,1483.0,True,0.24629971590909003,27,ladha,flavor,0.29590909090909,yellow
94,732273.0,3738.0,True,0.273181818181818,34,sahani,plate,0.273181818181818,purple
95,743744.0,2227.0,True,0.263061079545454,31,nira,yoke,0.259545454545454,red
96,749477.0,3661.0,True,0.273181818181818,34,sahani,plate,0.273181818181818,purple
97,756777.0,1801.0,True,0.187208806818181,9,ziwa,lake,0.236818181818181,cyan
98,762336.0,2948.0,True,0.277727272727272,35,talaka,divorce,0.277727272727272,grey
99,769789.0,4428.0,True,0.268636363636363,36,dalasini,cinnamon,0.268636363636363,violet
100,779844.0,2611.0,True,0.277727272727272,35,talaka,divorce,0.277727272727272,grey
101,786133.0,1550.0,True,0.268636363636363,36,dalasini,cinnamon,0.268636363636363,violet
102,791851.0,1674.0,True,0.32279119318181804,34,sahani,plate,0.273181818181818,purple
103,796784.0,1346.0,True,0.24551846590909002,29,roho,soul,0.19590909090909,cyan
104,801441.0,9899.0,True,0.205,37,kaa,crab,0.205,yellow
105,815007.0,5163.0,True,0.268636363636363,38,ambo,glue,0.268636363636363,pink
106,823413.0,4632.0,True,0.259545454545454,39,lozi,almond,0.259545454545454,cyan
107,838807.0,3247.0,True,0.268636363636363,38,ambo,glue,0.268636363636363,pink
108,845522.0,1819.0,True,0.259545454545454,39,lozi,almond,0.259545454545454,cyan
109,851908.0,1561.0,True,0.29296164772727196,35,talaka,divorce,0.277727272727272,grey
110,857096.0,1601.0,True,0.205,37,kaa,crab,0.205,yellow
111,861912.0,2770.0,True,0.255,16,jani,leaf,0.255,violet
112,867563.0,2237.0,True,0.21902698863636302,28,bandari,harbor,0.268636363636363,pink
113,873595.0,1448.0,True,0.31824573863636296,38,ambo,glue,0.268636363636363,pink
114,878340.0,9798.0,True,0.277727272727272,40,kasuku,parrot,0.277727272727272,orange
115,896045.0,6112.0,True,0.286818181818181,41,kamba,rope,0.286818181818181,red

