id,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour,pt
1,13829.265700012911,3513.744099996984,True,0.494275568181818,3,theluji,snow,0.22318181818181798,NA,0
2,18609.50080002658,5032.2308000177145,False,0.34473721590909007,13,pafu,lung,0.24590909090909,NA,0
3,23852.086400031112,1535.809299966786,True,0.304609375,16,jani,leaf,0.255,NA,0
4,26280.481600027997,9711.953999998514,True,0.4327343749999999,2,ubini,forgery,0.305,NA,0
5,37378.195700002834,1432.669600006193,True,0.055,10,mbwa,dog,0.055,NA,0
6,39389.630699995905,1276.0497000417672,True,0.473856534090909,8,fumbo,mystery,0.264090909090909,NA,0
7,47014.760399993975,2358.3786000381224,True,0.33564630681818103,9,ziwa,lake,0.236818181818181,NA,0
8,50235.20410002675,11454.519699967932,False,0.4265553977272719,17,jibini,cheese,0.277727272727272,NA,0
9,61900.145400024485,2369.0946999704465,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,NA,0
10,64479.91799999727,1587.5644000479952,True,0.43738636363636296,14,paji,forehead,0.268636363636363,NA,0
11,67591.10620000865,1628.6381999962032,True,0.23642755681818095,11,nyanya,tomato,0.18681818181818102,NA,0
12,70382.81680003274,1540.8907000091858,True,0.32279119318181804,15,mfupa,bone,0.27318181818181797,NA,0
13,72702.17530004447,1691.6920999647118,True,0.382556818181818,7,tumbili,monkey,0.22318181818181798,NA,0
14,75846.1546000326,1335.8968999818899,True,0.6038636363636364,6,mshoni,tailor,0.291363636363636,NA,0
15,78279.67180003179,4593.788800004404,False,0.17811789772727202,1,sala,prayer,0.227727272727272,NA,0
16,83084.28180002375,1081.521900021471,True,0.227727272727272,12,rafiki,friend,0.227727272727272,NA,0
17,85111.37180001242,1692.0926999882795,True,0.5121022727272716,5,yamini,oath,0.277727272727272,NA,0

18,87717.30350004509,6219.7959999903105,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple,1
19,94147.79150002869,3848.2798999757506,False,0.33564630681818103,9,ziwa,lake,0.236818181818181,cyan,1
20,98206.3464000239,1307.7141999965534,True,0.494275568181818,3,theluji,snow,0.22318181818181798,green,1
21,100296.5560000157,1473.6903000157326,True,0.227727272727272,12,rafiki,friend,0.227727272727272,blue,1
22,102761.75120001426,3431.9537000264972,True,0.43738636363636296,14,paji,forehead,0.268636363636363,purple,1
23,107653.20410003187,inf,False,0.4327343749999999,2,ubini,forgery,0.305,blue,1
24,113200.8019000059,2233.3389000268653,True,0.055,10,mbwa,dog,0.055,orange,1
25,116028.06290000444,inf,False,0.382556818181818,7,tumbili,monkey,0.22318181818181798,yellow,1
26,122967.4939000397,1196.6530999634415,True,0.5121022727272716,5,yamini,oath,0.277727272727272,grey,1
27,124988.63850004273,1964.6296999999322,True,0.304609375,16,jani,leaf,0.255,violet,1
28,127814.90360002499,1922.4379999795929,True,0.4265553977272719,17,jibini,cheese,0.277727272727272,yellow,1
29,132384.20970004518,2863.1954999873415,False,0.17811789772727202,1,sala,prayer,0.227727272727272,red,1
30,136367.65730002662,inf,True,0.32279119318181804,15,mfupa,bone,0.27318181818181797,grey,1
31,139697.88300001528,2582.98669999931,False,0.23642755681818095,11,nyanya,tomato,0.18681818181818102,red,1
32,142491.7428000481,4578.101099992637,True,0.473856534090909,8,fumbo,mystery,0.264090909090909,pink,1
33,149212.8176999977,1095.6655000336468,True,0.6038636363636364,6,mshoni,tailor,0.291363636363636,violet,1
34,151425.8599000168,6978.912400023546,False,0.34473721590909007,13,pafu,lung,0.24590909090909,green,1

