id,start_time,rt,correct,alpha,fact_id,question,answer,priora,pt
34,139461.52179999626,1177.0625000062864,True,0.17357244318181797,theluji,snow,3,0.22318181818181798,1
35,141432.03070000163,1992.964999997639,True,0.214090909090909,rembo,ornament,24,0.214090909090909,1
36,145034.2193999968,2214.1004000004614,True,0.4100781250000001,ubini,forgery,2,0.305,1
37,148766.2100000016,1398.3101000048919,True,0.18720880681818103,ziwa,lake,9,0.236818181818181,1
38,150924.97130000265,1215.2903999958653,True,0.227727272727272,rafiki,friend,12,0.227727272727272,1

39,153228.71759999543,4862.510600010864,True,0.268636363636363,dalasini,cinnamon,36,0.268636363636363,2
40,159673.14970000007,1380.6462000065949,True,0.25954545454545397,wakili,agent,33,0.25954545454545397,2
41,162138.1562000024,1880.46879999456,True,0.4100781250000001,ubini,forgery,2,0.305,2
42,165373.44409999787,1172.493600010057,True,0.18681818181818102,sumu,poison,19,0.18681818181818102,2
43,168307.68220000027,1180.6436000042595,True,0.22811789772727198,rushwa,bribe,22,0.277727272727272,2
44,170624.46170000476,1093.0764999939129,True,0.17357244318181797,theluji,snow,3,0.22318181818181798,2
45,172574.40700000734,1045.2002999954857,True,0.17811789772727202,sala,prayer,1,0.227727272727272,2
46,175067.71030000527,993.0103999940911,True,0.18720880681818103,ziwa,lake,9,0.236818181818181,2
47,176852.45459999715,1301.6021000075852,True,0.27612926136363597,mshoni,tailor,6,0.291363636363636,2
48,179749.456000005,1125.6024000031175,True,0.11409090909090899,wingu,cloud,30,0.11409090909090899,2
49,181877.9676999984,3020.273400004953,True,0.132272727272727,iktisadi,economy,4,0.132272727272727,2
50,186352.96109999763,1927.0890000043437,False,0.27318181818181797,sahani,plate,34,0.27318181818181797,2
51,189203.0708000093,4273.6008999927435,True,0.218636363636363,pipa,barrel,25,0.218636363636363,2
52,194799.49849999684,5542.467999999644,True,0.34608664772727193,jibini,cheese,17,0.277727272727272,2
53,201470.12779999932,1050.7995000079973,True,0.255,jani,leaf,16,0.255,2
54,203239.52270000882,1032.9848999972455,True,0.205,kaa,crab,37,0.205,2
55,205335.923000006,4617.672499996843,True,0.4234303977272721,yamini,oath,5,0.277727272727272,2
56,211097.65300000436,1283.5376000002725,True,0.20954545454545398,farasi,horse,26,0.20954545454545398,2
57,213355.7950999966,1304.3480000051204,True,0.214090909090909,rembo,ornament,24,0.214090909090909,2
58,216031.1098000093,1099.2741999943973,True,0.19590909090909,roho,soul,29,0.19590909090909,2
59,218061.41740000749,1396.3369999983115,True,0.141363636363636,yai,egg,21,0.141363636363636,2
60,220225.8959000028,1043.8441000005696,True,0.227727272727272,rafiki,friend,12,0.227727272727272,2
61,222449.3688000075,2631.977299999562,True,0.3412926136363631,nanga,anchor,20,0.268636363636363,2
62,226306.63330000243,1592.0925999962492,True,0.055,mbwa,dog,10,0.055,2
63,228608.90999999538,1082.2250000055647,True,0.2892684659090901,adui,enemy,32,0.24590909090909,2
64,231091.3193000015,1706.735600004322,True,0.25954545454545397,nira,yoke,31,0.25954545454545397,2
65,233543.8303999981,1366.1458999995375,True,0.24590909090909,pafu,lung,13,0.24590909090909,2
66,235920.43530000956,3644.8425999988103,True,0.268636363636363,ambo,glue,38,0.268636363636363,2
67,240500.79040000855,1401.0492999950657,True,0.309865056818181,nyanya,tomato,11,0.18681818181818102,2
68,250272.0535999979,inf,True,0.23720880681818102,lawama,blame,23,0.28681818181818103,2
69,267117.9565000057,6499.421999993501,True,0.22318181818181798,tumbili,monkey,7,0.22318181818181798,2
70,275745.4706999997,7385.551100000157,True,0.277727272727272,talaka,divorce,35,0.277727272727272,2
71,284642.2012999974,2464.443500008201,True,0.21902698863636305,paji,forehead,14,0.268636363636363,2
72,288562.5091999973,1174.476300002425,True,0.3668252840909089,fumbo,mystery,8,0.264090909090909,2
73,291693.03429999854,1292.8670000110287,True,0.3307457386363629,bandari,harbor,28,0.268636363636363,2
74,294240.1436000073,1106.08699999284,True,0.28681818181818103,hadithi,story,18,0.28681818181818103,2
75,296736.0008999967,1908.9768000121694,True,0.2860724431818181,mfupa,bone,15,0.27318181818181797,2
76,299433.122500006,1180.3304999921238,True,0.24629971590909006,ladha,flavor,27,0.29590909090909007,2

