green-red
trial,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora
1,74437.0,9625.0,True,0.227727272727272,"rgb(142,255,0)",1,sala,prayer,0.227727272727272
2,88528.0,5441.0,True,0.305,"rgb(255,255,0)",2,ubini,forgery,0.305
3,99591.0,1508.0,True,0.305,"rgb(255,255,0)",2,ubini,forgery,0.305
4,104809.0,1093.0,True,0.227727272727272,"rgb(142,255,0)",1,sala,prayer,0.227727272727272
5,109494.0,14108.0,True,0.223181818181818,"rgb(142,255,0)",3,theluji,snow,0.223181818181818
6,128319.0,15100.0,False,0.132272727272727,"rgb(29,255,0)",4,iktisadi,economy,0.132272727272727
7,148962.0,5021.0,True,0.223181818181818,"rgb(142,255,0)",3,theluji,snow,0.223181818181818
8,159491.0,10043.0,True,0.277727272727272,"rgb(198,255,0)",5,yamini,oath,0.277727272727272
9,172731.0,4520.0,True,0.291363636363636,"rgb(255,255,0)",6,mshoni,tailor,0.291363636363636
10,194842.0,3070.0,True,0.277727272727272,"rgb(198,255,0)",5,yamini,oath,0.277727272727272
11,200888.0,1308.0,True,0.291363636363636,"rgb(255,255,0)",6,mshoni,tailor,0.291363636363636
12,205821.0,5901.0,True,0.223181818181818,"rgb(142,255,0)",7,tumbili,monkey,0.223181818181818
13,215918.0,4133.0,True,0.255390625,"rgb(198,255,0)",2,ubini,forgery,0.305
14,223835.0,1227.0,True,0.272791193181818,"rgb(198,255,0)",3,theluji,snow,0.223181818181818
15,229229.0,2094.0,True,0.223181818181818,"rgb(142,255,0)",7,tumbili,monkey,0.223181818181818
16,235219.0,6265.0,True,0.264090909090909,"rgb(198,255,0)",8,fumbo,mystery,0.264090909090909
17,252019.0,14736.0,True,0.236818181818181,"rgb(198,255,0)",9,ziwa,lake,0.236818181818181
18,269605.0,1404.0,True,0.264090909090909,"rgb(198,255,0)",8,fumbo,mystery,0.264090909090909
19,274597.0,806.0,True,0.236818181818181,"rgb(198,255,0)",9,ziwa,lake,0.236818181818181
20,278085.0,7081.0,True,0.285930397727272,"rgb(255,255,0)",5,yamini,oath,0.277727272727272
21,294102.0,2770.0,True,0.30499999999999994,"rgb(255,255,0)",2,ubini,forgery,0.305
22,300136.0,3240.0,True,0.055,"rgb(29,255,0)",10,mbwa,dog,0.055
23,309754.0,2566.0,True,0.186818181818181,"rgb(85,255,0)",11,nyanya,tomato,0.186818181818181
24,320895.0,2096.0,True,0.227727272727272,"rgb(142,255,0)",12,rafiki,friend,0.227727272727272
25,327617.0,2522.0,True,0.335539772727272,"rgb(255,197,0)",5,yamini,oath,0.277727272727272
26,337156.0,8075.0,True,0.24590909090909,"rgb(198,255,0)",13,pafu,lung,0.24590909090909
27,349835.0,961.0,True,0.227727272727272,"rgb(142,255,0)",12,rafiki,friend,0.227727272727272
