trial,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour
34,257002.0,1282.0,True,0.30499999999999994,2,ubini,forgery,0.305,blue
35,263003.0,2214.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818,grey
36,269054.0,1530.0,True,0.255,16,jani,leaf,0.255,violet
37,273916.0,2282.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818,grey
38,279548.0,731.0,True,0.255,16,jani,leaf,0.255,violet
39,283293.0,1951.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
40,289260.0,1016.0,True,0.4347230113636359,6,mshoni,tailor,0.291363636363636,violet
41,293621.0,955.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
42,298204.0,2458.0,True,0.32240056818181795,7,tumbili,monkey,0.223181818181818,yellow
43,304921.0,13397.0,False,0.228117897727272,5,yamini,oath,0.277727272727272,grey
44,320563.0,1889.0,True,0.286818181818181,18,hadithi,story,0.286818181818181,pink
45,327801.0,2788.0,True,0.186818181818181,19,sumu,poison,0.186818181818181,cyan
46,334882.0,1386.0,True,0.286818181818181,18,hadithi,story,0.286818181818181,pink
47,339487.0,1813.0,True,0.28763494318181804,15,mfupa,bone,0.273181818181818,grey
48,344111.0,2337.0,True,0.3681036931818179,7,tumbili,monkey,0.223181818181818,yellow
49,350370.0,3445.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363,orange
50,357299.0,1074.0,True,0.43120738636363587,6,mshoni,tailor,0.291363636363636,violet
51,361598.0,1428.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363,orange
52,366349.0,1644.0,True,0.141363636363636,21,yai,egg,0.141363636363636,red
53,371242.0,1675.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272,blue
54,378171.0,2096.0,True,0.286818181818181,23,lawama,blame,0.286818181818181,green
55,386620.0,1881.0,True,0.277727272727272,22,rushwa,bribe,0.277727272727272,blue
56,391561.0,2014.0,True,0.286818181818181,23,lawama,blame,0.286818181818181,green
57,396737.0,1053.0,True,0.186818181818181,19,sumu,poison,0.186818181818181,cyan
58,401208.0,1896.0,True,0.23642755681818098,11,nyanya,tomato,0.186818181818181,red
59,407206.0,7638.0,False,0.214481534090909,8,fumbo,mystery,0.264090909090909,pink
60,417089.0,2287.0,True,0.27772727272727205,5,yamini,oath,0.277727272727272,grey
61,422405.0,1457.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909,purple
62,429361.0,2783.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363,grey
63,436455.0,1813.0,True,0.36693181818181786,7,tumbili,monkey,0.223181818181818,yellow
64,441541.0,4522.0,False,0.21902698863636302,14,paji,forehead,0.268636363636363,purple
65,449580.0,1285.0,True,0.214090909090909,24,rembo,ornament,0.214090909090909,purple
66,454692.0,1250.0,True,0.218636363636363,25,pipa,barrel,0.218636363636363,grey
67,460430.0,1982.0,True,0.209545454545454,26,farasi,horse,0.209545454545454,violet
68,466580.0,1915.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909,yellow
69,473634.0,2470.0,True,0.228117897727272,17,jibini,cheese,0.277727272727272,yellow
70,479328.0,1936.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909,yellow
71,484476.0,1621.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363,pink
72,492042.0,2291.0,True,0.209545454545454,26,farasi,horse,0.209545454545454,violet
73,497751.0,1402.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363,pink
74,502427.0,1533.0,True,0.237208806818181,18,hadithi,story,0.286818181818181,pink
75,507302.0,16083.0,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple
76,525631.0,1510.0,True,0.19590909090909,29,roho,soul,0.19590909090909,cyan
77,531612.0,2192.0,True,0.114090909090909,30,wingu,cloud,0.114090909090909,orange
78,538256.0,inf,True,0.259545454545454,31,nira,yoke,0.259545454545454,red
79,544998.0,11802.0,False,0.26409090909090904,8,fumbo,mystery,0.264090909090909,pink
80,559052.0,inf,False,0.259545454545454,31,nira,yoke,0.259545454545454,red
81,565951.0,1488.0,True,0.237208806818181,23,lawama,blame,0.286818181818181,green
82,570444.0,6871.0,False,0.20539062500000002,16,jani,leaf,0.255,violet
83,579562.0,2386.0,True,0.19590909090909,29,roho,soul,0.19590909090909,cyan
84,585199.0,1263.0,True,0.268636363636363,14,paji,forehead,0.268636363636363,purple
85,590221.0,1243.0,True,0.3626349431818179,7,tumbili,monkey,0.223181818181818,yellow
86,594707.0,inf,True,0.21902698863636302,20,nanga,anchor,0.268636363636363,orange
87,607222.0,inf,True,0.30915482954545404,31,nira,yoke,0.259545454545454,red
88,613007.0,4072.0,True,0.228117897727272,22,rushwa,bribe,0.277727272727272,blue
89,621322.0,1039.0,True,0.3815980113636359,6,mshoni,tailor,0.291363636363636,violet
90,625536.0,3530.0,True,0.24629971590909003,27,ladha,flavor,0.29590909090909,yellow
91,632457.0,23508.0,False,0.19629971590908998,13,pafu,lung,0.24590909090909,green
92,658920.0,inf,True,0.358764204545454,31,nira,yoke,0.259545454545454,red
93,664318.0,2329.0,True,0.141363636363636,21,yai,egg,0.141363636363636,red
94,669469.0,4158.0,True,0.24590909090909,32,adui,enemy,0.24590909090909,blue
95,678061.0,1444.0,True,0.236818181818181,9,ziwa,lake,0.236818181818181,cyan
96,682200.0,1010.0,True,0.24590909090909,32,adui,enemy,0.24590909090909,blue
97,688460.0,1600.0,True,0.40837357954545395,31,nira,yoke,0.259545454545454,red
98,692981.0,3407.0,True,0.295731534090909,8,fumbo,mystery,0.264090909090909,pink
99,700047.0,1872.0,True,0.259545454545454,33,wakili,agent,0.259545454545454,green
100,708220.0,1561.0,True,0.273181818181818,34,sahani,plate,0.273181818181818,purple
101,716529.0,2503.0,True,0.259545454545454,33,wakili,agent,0.259545454545454,green
102,722079.0,1056.0,False,0.273181818181818,34,sahani,plate,0.273181818181818,purple
103,726076.0,2015.0,True,0.29590909090909,27,ladha,flavor,0.29590909090909,yellow
104,732087.0,1425.0,True,0.27772727272727205,22,rushwa,bribe,0.277727272727272,blue
105,738999.0,2000.0,True,0.268636363636363,20,nanga,anchor,0.268636363636363,orange
106,745273.0,3677.0,True,0.21902698863636302,28,bandari,harbor,0.268636363636363,pink
107,752180.0,1611.0,True,0.40798295454545397,31,nira,yoke,0.259545454545454,red
108,756921.0,5747.0,False,0.255,16,jani,leaf,0.255,violet
109,766264.0,1159.0,True,0.32279119318181804,34,sahani,plate,0.273181818181818,purple
110,770993.0,1235.0,True,0.345340909090909,8,fumbo,mystery,0.264090909090909,pink
111,775790.0,13987.0,False,0.23802556818181805,15,mfupa,bone,0.273181818181818,grey
112,792026.0,1296.0,True,0.282592329545454,33,wakili,agent,0.259545454545454,green
113,796853.0,5669.0,True,0.17811789772727202,1,sala,prayer,0.227727272727272,red
114,806181.0,3052.0,False,0.255390625,2,ubini,forgery,0.305,blue
115,812297.0,1327.0,True,0.26561789772727207,5,yamini,oath,0.277727272727272,grey
116,817054.0,1818.0,True,0.24590909090909,13,pafu,lung,0.24590909090909,green
117,821999.0,1413.0,True,0.407592329545454,31,nira,yoke,0.259545454545454,red
118,826380.0,2713.0,True,0.277727272727272,35,talaka,divorce,0.277727272727272,grey
119,835248.0,2440.0,True,0.268636363636363,36,dalasini,cinnamon,0.268636363636363,violet
120,848002.0,2323.0,True,0.277727272727272,35,talaka,divorce,0.277727272727272,grey
121,853961.0,852.0,True,0.268636363636363,36,dalasini,cinnamon,0.268636363636363,violet
122,859454.0,2136.0,True,0.199779829545454,26,farasi,horse,0.209545454545454,violet
123,864549.0,1944.0,True,0.205,37,kaa,crab,0.205,yellow
124,872163.0,1456.0,True,0.268636363636363,28,bandari,harbor,0.268636363636363,pink
125,876958.0,2235.0,True,0.268636363636363,38,ambo,glue,0.268636363636363,pink
126,887022.0,1140.0,True,0.29289062499999996,16,jani,leaf,0.255,violet
127,890981.0,1765.0,True,0.268636363636363,38,ambo,glue,0.268636363636363,pink
128,895577.0,1770.0,True,0.28763494318181804,15,mfupa,bone,0.273181818181818,grey
129,900333.0,3367.0,True,0.30499999999999994,2,ubini,forgery,0.305,blue
130,907378.0,1216.0,True,0.205,37,kaa,crab,0.205,yellow
131,911856.0,1801.0,True,0.259545454545454,39,lozi,almond,0.259545454545454,cyan
132,922409.0,4396.0,True,0.277727272727272,40,kasuku,parrot,0.277727272727272,orange
133,930787.0,1534.0,True,0.259545454545454,39,lozi,almond,0.259545454545454,cyan
134,936109.0,1200.0,True,0.277727272727272,40,kasuku,parrot,0.277727272727272,orange
135,940607.0,2715.0,True,0.286818181818181,41,kamba,rope,0.286818181818181,red
136,953086.0,8335.0,False,0.226164772727272,17,jibini,cheese,0.277727272727272,yellow

