trial,start_time,rt,correct,alpha,fact_id,question,answer,priora,colour
64,423908.0,2386.0,False,0.7210511363636364,6,mshoni,tailor,0.291363636363636,violet
65,429503.0,3032.0,False,0.4289346590909088,8,fumbo,mystery,0.264090909090909,pink
66,436122.0,inf,False,0.7339417613636364,6,mshoni,tailor,0.291363636363636,violet
67,442623.0,1147.0,True,0.335646306818181,9,ziwa,lake,0.236818181818181,cyan
68,446504.0,1380.0,True,0.7788636363636365,6,mshoni,tailor,0.291363636363636,violet
69,451035.0,2567.0,False,0.3565624999999999,2,ubini,forgery,0.305,blue
70,456537.0,1965.0,True,0.7784730113636366,6,mshoni,tailor,0.291363636363636,violet
71,461603.0,8836.0,True,0.5800710227272717,5,yamini,oath,0.277727272727272,grey
72,473229.0,3721.0,True,0.7780823863636366,6,mshoni,tailor,0.291363636363636,violet
73,480150.0,inf,False,0.47620028409090875,8,fumbo,mystery,0.264090909090909,pink
74,493589.0,1635.0,True,0.8276917613636366,6,mshoni,tailor,0.291363636363636,violet
75,498581.0,3774.0,True,0.5804616477272717,5,yamini,oath,0.277727272727272,grey
76,505258.0,2383.0,True,0.7780823863636366,6,mshoni,tailor,0.291363636363636,violet
77,510995.0,1459.0,True,0.6300710227272718,5,yamini,oath,0.277727272727272,grey
78,515401.0,1220.0,True,0.5008096590909088,8,fumbo,mystery,0.264090909090909,pink
79,520137.0,9919.0,False,0.3606818181818179,3,theluji,snow,0.223181818181818,green
80,533694.0,1550.0,True,0.7284730113636365,6,mshoni,tailor,0.291363636363636,violet
81,538361.0,1962.0,True,0.6296803977272718,5,yamini,oath,0.277727272727272,grey
82,543117.0,1494.0,False,0.3583380681818179,7,tumbili,monkey,0.223181818181818,yellow
83,549175.0,1463.0,True,0.7030823863636365,6,mshoni,tailor,0.291363636363636,violet
84,553771.0,1973.0,False,0.132272727272727,4,iktisadi,economy,0.132272727272727,purple
85,558500.0,1735.0,True,0.055,10,mbwa,dog,0.055,orange
86,565132.0,1586.0,True,0.186818181818181,11,nyanya,tomato,0.186818181818181,red
87,570186.0,2406.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272,blue
88,575713.0,2759.0,False,0.35929687499999985,2,ubini,forgery,0.305,blue
89,581184.0,1728.0,True,0.24590909090909,13,pafu,lung,0.24590909090909,green
90,586222.0,2346.0,True,0.268636363636363,14,paji,forehead,0.268636363636363,purple
91,592400.0,1626.0,True,0.5800710227272717,5,yamini,oath,0.277727272727272,grey
92,596837.0,3707.0,False,0.268636363636363,14,paji,forehead,0.268636363636363,purple
93,603310.0,7479.0,False,0.24590909090909,13,pafu,lung,0.24590909090909,green
94,613013.0,1059.0,True,0.227727272727272,12,rafiki,friend,0.227727272727272,blue
95,617027.0,1343.0,True,0.6534730113636364,6,mshoni,tailor,0.291363636363636,violet
96,621487.0,2844.0,True,0.4089062499999998,2,ubini,forgery,0.305,blue
97,628230.0,1360.0,True,0.38294744318181795,7,tumbili,monkey,0.223181818181818,yellow
98,632954.0,6848.0,False,0.3696661931818179,3,theluji,snow,0.223181818181818,green
99,642026.0,3239.0,False,0.31824573863636296,14,paji,forehead,0.268636363636363,purple
100,648246.0,3438.0,False,0.45120028409090884,8,fumbo,mystery,0.264090909090909,pink
101,653914.0,1223.0,False,0.186818181818181,11,nyanya,tomato,0.186818181818181,red
102,658390.0,3701.0,False,0.29551846590909003,13,pafu,lung,0.24590909090909,green
103,666622.0,4828.0,False,0.5008096590909089,8,fumbo,mystery,0.264090909090909,pink
104,675414.0,2460.0,False,0.4192755681818179,3,theluji,snow,0.223181818181818,green
105,680882.0,2356.0,True,0.43351562499999985,2,ubini,forgery,0.305,blue
106,692135.0,3086.0,True,0.3678551136363629,14,paji,forehead,0.268636363636363,purple
107,699511.0,1530.0,True,0.5617116477272717,5,yamini,oath,0.277727272727272,grey
108,704007.0,1477.0,True,0.5238565340909089,8,fumbo,mystery,0.264090909090909,pink
109,709201.0,1634.0,True,0.34512784090909,13,pafu,lung,0.24590909090909,green
110,713893.0,12135.0,True,0.4438849431818179,3,theluji,snow,0.223181818181818,green
111,728876.0,8019.0,True,0.4174644886363629,14,paji,forehead,0.268636363636363,purple
112,741044.0,1847.0,True,0.6038636363636364,6,mshoni,tailor,0.291363636363636,violet
113,746151.0,1369.0,True,0.523465909090909,8,fumbo,mystery,0.264090909090909,pink
114,751193.0,1403.0,True,0.38255681818181797,7,tumbili,monkey,0.223181818181818,yellow
115,755813.0,1463.0,True,0.4428551136363629,14,paji,forehead,0.268636363636363,purple
116,760891.0,1649.0,True,0.43312499999999987,2,ubini,forgery,0.305,blue
117,766362.0,1270.0,False,0.17811789772727202,1,sala,prayer,0.227727272727272,red
118,770805.0,1212.0,True,0.273181818181818,15,mfupa,bone,0.273181818181818,grey
119,774930.0,2285.0,True,0.44505681818181797,3,theluji,snow,0.223181818181818,green
120,779962.0,2597.0,False,0.273181818181818,15,mfupa,bone,0.273181818181818,grey
121,784788.0,1208.0,True,0.255,16,jani,leaf,0.255,violet
122,788988.0,1257.0,True,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
123,793957.0,2506.0,False,0.255,16,jani,leaf,0.255,violet
124,799293.0,inf,False,0.277727272727272,17,jibini,cheese,0.277727272727272,yellow
125,807587.0,1214.0,True,0.23642755681818098,11,nyanya,tomato,0.186818181818181,red
126,814751.0,7707.0,True,0.4362144886363629,14,paji,forehead,0.268636363636363,purple
127,826259.0,1577.0,True,0.32279119318181804,15,mfupa,bone,0.273181818181818,grey
128,830618.0,1788.0,True,0.34473721590909,13,pafu,lung,0.24590909090909,green
129,835442.0,5818.0,False,0.327336647727272,17,jibini,cheese,0.277727272727272,yellow
130,843486.0,2014.0,True,0.30460937499999996,16,jani,leaf,0.255,violet
131,848409.0,1581.0,True,0.4327343749999999,2,ubini,forgery,0.305,blue
132,854376.0,13724.0,True,0.444666193181818,3,theluji,snow,0.223181818181818,green
133,870974.0,inf,False,0.37694602272727196,17,jibini,cheese,0.277727272727272,yellow
134,883469.0,1474.0,True,0.49427556818181795,3,theluji,snow,0.223181818181818,green
135,887669.0,5089.0,True,0.43738636363636296,14,paji,forehead,0.268636363636363,purple
136,896334.0,1035.0,True,0.4265553977272719,17,jibini,cheese,0.277727272727272,yellow
137,900694.0,2348.0,True,0.5121022727272716,5,yamini,oath,0.277727272727272,grey
138,906089.0,1491.0,True,0.473856534090909,8,fumbo,mystery,0.264090909090909,pink

