green-red alternate
trial,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora
63,492487.0,2096.0,True,0.3678551136363629,"rgb(255,141,141)",20,nanga,anchor,0.268636363636363
64,497620.0,2339.0,True,0.22357244318181804,"rgb(142,255,142)",15,mfupa,bone,0.273181818181818
65,502719.0,3098.0,True,0.21902698863636302,"rgb(142,255,142)",14,paji,forehead,0.268636363636363
66,510351.0,1366.0,True,0.132272727272727,"rgb(29,255,29)",4,iktisadi,economy,0.132272727272727
67,517225.0,inf,True,0.214090909090909,"rgb(142,255,142)",24,rembo,ornament,0.214090909090909
68,523456.0,1598.0,True,0.218636363636363,"rgb(142,255,142)",25,pipa,barrel,0.218636363636363
69,528128.0,1293.0,True,0.209545454545454,"rgb(142,255,142)",26,farasi,horse,0.209545454545454
70,532675.0,1506.0,True,0.29590909090909,"rgb(255,255,255)",27,ladha,flavor,0.29590909090909
71,537043.0,1370.0,True,0.237208806818181,"rgb(198,255,198)",18,hadithi,story,0.286818181818181
72,541424.0,1547.0,False,0.29590909090909,"rgb(255,255,255)",27,ladha,flavor,0.29590909090909
73,547007.0,3646.0,False,0.214090909090909,"rgb(142,255,142)",24,rembo,ornament,0.214090909090909
74,552899.0,2106.0,True,0.218636363636363,"rgb(142,255,142)",25,pipa,barrel,0.218636363636363
75,558279.0,1856.0,True,0.36746448863636294,"rgb(255,141,141)",20,nanga,anchor,0.268636363636363
76,563376.0,3221.0,False,0.209545454545454,"rgb(142,255,142)",26,farasi,horse,0.209545454545454
77,568844.0,1483.0,True,0.34551846590908997,"rgb(255,197,197)",27,ladha,flavor,0.29590909090909
78,574750.0,1636.0,True,0.28134943181818095,"rgb(255,255,255)",11,nyanya,tomato,0.186818181818181
79,579512.0,2140.0,True,0.23642755681818098,"rgb(198,255,198)",19,sumu,poison,0.186818181818181
80,588093.0,1460.0,True,0.3929616477272718,"rgb(255,141,141)",17,jibini,cheese,0.277727272727272
81,592866.0,1940.0,True,0.3118181818181809,"rgb(255,255,255)",23,lawama,blame,0.286818181818181
82,597565.0,2983.0,True,0.268636363636363,"rgb(198,255,198)",28,bandari,harbor,0.268636363636363
83,604098.0,1479.0,True,0.19590909090909,"rgb(142,255,142)",29,roho,soul,0.19590909090909
84,608446.0,1494.0,True,0.268636363636363,"rgb(198,255,198)",28,bandari,harbor,0.268636363636363
85,612960.0,inf,True,0.114090909090909,"rgb(29,255,29)",30,wingu,cloud,0.114090909090909
86,618431.0,1282.0,True,0.259545454545454,"rgb(198,255,198)",31,nira,yoke,0.259545454545454
87,623076.0,1070.0,True,0.24590909090909,"rgb(198,255,198)",32,adui,enemy,0.24590909090909
88,627934.0,1369.0,False,0.259545454545454,"rgb(198,255,198)",31,nira,yoke,0.259545454545454
89,632153.0,6761.0,False,0.26370028409090895,"rgb(198,255,198)",24,rembo,ornament,0.214090909090909
90,641160.0,2204.0,True,0.24590909090909,"rgb(198,255,198)",32,adui,enemy,0.24590909090909
91,646301.0,3380.0,True,0.19629971590908998,"rgb(142,255,142)",13,pafu,lung,0.24590909090909
92,653092.0,2201.0,False,0.19590909090909,"rgb(142,255,142)",29,roho,soul,0.19590909090909
93,658570.0,1335.0,True,0.259154829545454,"rgb(198,255,198)",26,farasi,horse,0.209545454545454
94,662936.0,5574.0,True,0.27147727272727207,"rgb(198,255,198)",22,rushwa,bribe,0.277727272727272
95,671598.0,2630.0,False,0.30915482954545404,"rgb(255,255,255)",31,nira,yoke,0.259545454545454
96,677018.0,1904.0,True,0.20539062500000002,"rgb(142,255,142)",16,jani,leaf,0.255
97,681980.0,1532.0,True,0.141363636363636,"rgb(29,255,29)",21,yai,egg,0.141363636363636
98,686325.0,1752.0,True,0.25613636363636305,"rgb(198,255,198)",14,paji,forehead,0.268636363636363
99,691401.0,1556.0,True,0.259545454545454,"rgb(198,255,198)",33,wakili,agent,0.259545454545454
100,697546.0,3238.0,True,0.273181818181818,"rgb(198,255,198)",34,sahani,plate,0.273181818181818
101,705895.0,2030.0,False,0.259545454545454,"rgb(198,255,198)",33,wakili,agent,0.259545454545454
102,710166.0,3112.0,False,0.273181818181818,"rgb(198,255,198)",34,sahani,plate,0.273181818181818
103,715524.0,9405.0,False,0.358764204545454,"rgb(255,197,197)",31,nira,yoke,0.259545454545454
104,727179.0,4687.0,False,0.3133096590909089,"rgb(255,255,255)",24,rembo,ornament,0.214090909090909
105,734899.0,2694.0,True,0.29590909090909,"rgb(255,255,255)",27,ladha,flavor,0.29590909090909
106,740674.0,3358.0,True,0.40837357954545395,"rgb(255,141,141)",31,nira,yoke,0.259545454545454
107,746897.0,13407.0,False,0.32279119318181804,"rgb(255,197,197)",34,sahani,plate,0.273181818181818
108,764629.0,1218.0,True,0.30915482954545404,"rgb(255,255,255)",33,wakili,agent,0.259545454545454
109,768848.0,2414.0,True,0.4579829545454539,"rgb(255,28,28)",31,nira,yoke,0.259545454545454
110,774335.0,1542.0,True,0.321086647727272,"rgb(255,255,255)",22,rushwa,bribe,0.277727272727272
111,778923.0,1417.0,True,0.36291903409090887,"rgb(255,197,197)",24,rembo,ornament,0.214090909090909
112,783532.0,11312.0,False,0.372400568181818,"rgb(255,141,141)",34,sahani,plate,0.273181818181818
113,797091.0,2239.0,False,0.24551846590909002,"rgb(198,255,198)",29,roho,soul,0.19590909090909
114,803487.0,2186.0,False,0.33035511363636294,"rgb(255,197,197)",20,nanga,anchor,0.268636363636363
115,808822.0,1722.0,True,0.4575923295454539,"rgb(255,28,28)",31,nira,yoke,0.259545454545454
116,813274.0,1298.0,False,0.42200994318181795,"rgb(255,84,84)",34,sahani,plate,0.273181818181818
117,817870.0,1383.0,True,0.187208806818181,"rgb(85,255,85)",9,ziwa,lake,0.236818181818181
118,821929.0,2954.0,True,0.17811789772727202,"rgb(85,255,85)",1,sala,prayer,0.227727272727272
119,828099.0,4900.0,True,0.4716193181818179,"rgb(255,28,28)",34,sahani,plate,0.273181818181818
120,836065.0,2346.0,True,0.21902698863636302,"rgb(142,255,142)",28,bandari,harbor,0.268636363636363
121,841524.0,1832.0,True,0.24590909090909,"rgb(198,255,198)",13,pafu,lung,0.24590909090909
122,846242.0,2403.0,True,0.3799644886363629,"rgb(255,141,141)",20,nanga,anchor,0.268636363636363
123,852141.0,4730.0,True,0.4970099431818179,"rgb(255,28,28)",34,sahani,plate,0.273181818181818
124,859726.0,7367.0,False,0.4556392045454539,"rgb(255,28,28)",31,nira,yoke,0.259545454545454
125,869956.0,1795.0,True,0.22286221590909,"rgb(142,255,142)",32,adui,enemy,0.24590909090909
126,874983.0,2146.0,True,0.3625284090909089,"rgb(255,197,197)",24,rembo,ornament,0.214090909090909
127,881831.0,2242.0,True,0.49818181818181784,"rgb(255,28,28)",34,sahani,plate,0.273181818181818
128,887089.0,inf,True,0.29512784090909006,"rgb(255,255,255)",29,roho,soul,0.19590909090909
129,900299.0,2503.0,True,0.47243607954545397,"rgb(255,28,28)",31,nira,yoke,0.259545454545454
130,905586.0,inf,True,0.2864275568181809,"rgb(255,255,255)",23,lawama,blame,0.286818181818181
131,914105.0,1664.0,False,0.30176846590909,"rgb(255,255,255)",27,ladha,flavor,0.29590909090909
132,918714.0,1359.0,True,0.223181818181818,"rgb(142,255,142)",7,tumbili,monkey,0.223181818181818
133,923438.0,1397.0,True,0.49779119318181786,"rgb(255,28,28)",34,sahani,plate,0.273181818181818
134,927919.0,1932.0,True,0.340546875,"rgb(255,197,197)",2,ubini,forgery,0.305

