green-red alternate
trial,start_time,rt,correct,alpha,bgcol,fact_id,question,answer,priora
63,571496.0,2623.0,False,0.4975426136363629,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
64,576994.0,21560.0,False,0.27772727272727205,"rgb(198,255,198)",5,yamini,oath,0.277727272727272
65,600791.0,5876.0,True,0.5471519886363629,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
66,610395.0,6434.0,False,0.4538281249999999,"rgb(255,84,84)",16,jani,leaf,0.255
67,620551.0,2969.0,True,0.584261363636363,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
68,627390.0,2362.0,True,0.272400568181818,"rgb(198,255,198)",3,theluji,snow,0.223181818181818
69,632586.0,1519.0,True,0.5963707386363631,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
70,637529.0,5251.0,False,0.4792187499999999,"rgb(255,28,28)",16,jani,leaf,0.255
71,646305.0,3523.0,True,0.43351562499999996,"rgb(255,84,84)",2,ubini,forgery,0.305
72,653590.0,1016.0,True,0.525703125,"rgb(255,28,28)",16,jani,leaf,0.255
73,657460.0,1531.0,True,0.5959801136363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
74,662316.0,2122.0,True,0.4170028409090899,"rgb(255,84,84)",13,pafu,lung,0.24590909090909
75,667449.0,inf,False,0.132272727272727,"rgb(29,255,29)",4,iktisadi,economy,0.132272727272727
76,676134.0,7152.0,False,0.47062499999999996,"rgb(255,28,28)",2,ubini,forgery,0.305
77,687923.0,2616.0,True,0.5955894886363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
78,694258.0,2855.0,False,0.5253125000000001,"rgb(255,28,28)",16,jani,leaf,0.255
79,701486.0,2154.0,False,0.26409090909090904,"rgb(198,255,198)",8,fumbo,mystery,0.264090909090909
80,708338.0,7174.0,True,0.6084801136363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
81,720671.0,2652.0,False,0.5561718750000001,"rgb(255,28,28)",16,jani,leaf,0.255
82,727123.0,6595.0,True,0.488984375,"rgb(255,28,28)",2,ubini,forgery,0.305
83,737113.0,999.0,True,0.5807812500000001,"rgb(255,28,28)",16,jani,leaf,0.255
84,740898.0,1686.0,True,0.6088707386363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
85,746299.0,2420.0,False,0.3042542613636361,"rgb(255,255,255)",6,mshoni,tailor,0.291363636363636
86,750952.0,inf,False,0.5135937500000001,"rgb(255,28,28)",2,ubini,forgery,0.305
87,762840.0,1054.0,True,0.5803906250000002,"rgb(255,28,28)",16,jani,leaf,0.255
88,766569.0,795.0,True,0.5491406250000002,"rgb(255,28,28)",2,ubini,forgery,0.305
89,771179.0,13922.0,False,0.28294744318181797,"rgb(255,255,255)",7,tumbili,monkey,0.223181818181818
90,788272.0,14268.0,False,0.334900568181818,"rgb(255,197,197)",15,mfupa,bone,0.273181818181818
91,804775.0,1324.0,True,0.5487500000000002,"rgb(255,28,28)",2,ubini,forgery,0.305
92,809993.0,1472.0,False,0.35386363636363605,"rgb(255,197,197)",6,mshoni,tailor,0.291363636363636
93,814386.0,3490.0,True,0.5592613636363631,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
94,821339.0,2254.0,False,0.2906178977272721,"rgb(255,255,255)",5,yamini,oath,0.277727272727272
95,825830.0,1382.0,True,0.6049644886363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
96,831249.0,2055.0,False,0.187208806818181,"rgb(85,255,85)",9,ziwa,lake,0.236818181818181
97,835542.0,2398.0,True,0.5307812500000001,"rgb(255,28,28)",16,jani,leaf,0.255
98,840683.0,4791.0,True,0.5483593750000002,"rgb(255,28,28)",2,ubini,forgery,0.305
99,848705.0,6803.0,False,0.38450994318181797,"rgb(255,141,141)",15,mfupa,bone,0.273181818181818
100,859015.0,1069.0,True,0.6045738636363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
101,864385.0,3192.0,False,0.3325568181818179,"rgb(255,197,197)",7,tumbili,monkey,0.223181818181818
102,870811.0,1684.0,True,0.5659375000000002,"rgb(255,28,28)",2,ubini,forgery,0.305
103,876114.0,1694.0,True,0.39239346590908986,"rgb(255,141,141)",13,pafu,lung,0.24590909090909
104,880698.0,1966.0,False,0.17811789772727202,"rgb(85,255,85)",1,sala,prayer,0.227727272727272
105,884902.0,2567.0,False,0.28948153409090904,"rgb(255,255,255)",8,fumbo,mystery,0.264090909090909
106,890327.0,1677.0,False,0.34022727272727205,"rgb(255,197,197)",5,yamini,oath,0.277727272727272
107,894240.0,2152.0,True,0.521796875,"rgb(255,28,28)",16,jani,leaf,0.255
108,899573.0,1963.0,False,0.365973011363636,"rgb(255,197,197)",6,mshoni,tailor,0.291363636363636
109,904267.0,2663.0,True,0.401306818181818,"rgb(255,141,141)",15,mfupa,bone,0.273181818181818
110,910663.0,1896.0,False,0.277727272727272,"rgb(198,255,198)",17,jibini,cheese,0.277727272727272
111,914794.0,2489.0,True,0.286818181818181,"rgb(255,255,255)",18,hadithi,story,0.286818181818181
112,921077.0,inf,True,0.277727272727272,"rgb(198,255,198)",17,jibini,cheese,0.277727272727272
113,926400.0,956.0,True,0.286818181818181,"rgb(255,255,255)",18,hadithi,story,0.286818181818181
114,930550.0,2963.0,True,0.186818181818181,"rgb(85,255,85)",19,sumu,poison,0.186818181818181
115,937763.0,1655.0,True,0.5549644886363632,"rgb(255,28,28)",14,paji,forehead,0.268636363636363
116,943431.0,1841.0,True,0.268636363636363,"rgb(198,255,198)",20,nanga,anchor,0.268636363636363
117,949124.0,inf,True,0.141363636363636,"rgb(29,255,29)",21,yai,egg,0.141363636363636
118,954119.0,1448.0,True,0.268636363636363,"rgb(198,255,198)",20,nanga,anchor,0.268636363636363
119,958911.0,2546.0,False,0.327336647727272,"rgb(255,197,197)",17,jibini,cheese,0.277727272727272
120,964254.0,2078.0,True,0.5163281250000001,"rgb(255,28,28)",2,ubini,forgery,0.305
121,970150.0,1419.0,True,0.34779119318181795,"rgb(255,197,197)",7,tumbili,monkey,0.223181818181818
122,975665.0,1427.0,True,0.277727272727272,"rgb(198,255,198)",22,rushwa,bribe,0.277727272727272
123,980254.0,3848.0,True,0.286818181818181,"rgb(255,255,255)",23,lawama,blame,0.286818181818181
124,987850.0,1676.0,True,0.277727272727272,"rgb(198,255,198)",22,rushwa,bribe,0.277727272727272
125,992818.0,1804.0,True,0.286818181818181,"rgb(255,255,255)",23,lawama,blame,0.286818181818181
126,997633.0,4734.0,True,0.37694602272727196,"rgb(255,141,141)",17,jibini,cheese,0.277727272727272
127,1005298.0,2551.0,False,0.186818181818181,"rgb(85,255,85)",19,sumu,poison,0.186818181818181

